-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Daily Data 
Dates (month/day/year): 01/01/2013 through 11/30/2022 
Location: Latitude  -3.1   Longitude -60.0 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 51.37 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
ALLSKY_SFC_SW_DWN     CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (kW-hr/m^2/day) 
ALLSKY_KT             CERES SYN1deg All Sky Insolation Clearness Index (dimensionless) 
T2M                   MERRA-2 Temperature at 2 Meters (C) 
T2M_MAX               MERRA-2 Temperature at 2 Meters Maximum (C) 
T2M_MIN               MERRA-2 Temperature at 2 Meters Minimum (C) 
PRECTOTCORR           MERRA-2 Precipitation Corrected (mm/day) 
RH2M                  MERRA-2 Relative Humidity at 2 Meters (%) 
WS10M                 MERRA-2 Wind Speed at 10 Meters (m/s) 
WS10M_MAX             MERRA-2 Wind Speed at 10 Meters Maximum (m/s) 
WS10M_MIN             MERRA-2 Wind Speed at 10 Meters Minimum (m/s) 
WD10M                 MERRA-2 Wind Direction at 10 Meters (Degrees) 
PS                    MERRA-2 Surface Pressure (kPa) 
-END HEADER-
YEAR,MO,DY,ALLSKY_SFC_SW_DWN,ALLSKY_KT,T2M,T2M_MAX,T2M_MIN,PRECTOTCORR,RH2M,WS10M,WS10M_MAX,WS10M_MIN,WD10M,PS
2014,9,25,5.42,0.52,30.39,35.26,25.65,0.71,62.75,1.84,2.55,1.22,69.75,100.29
2014,9,26,6.64,0.64,30.82,36.4,26.21,0.03,59.75,1.93,2.7,1.35,78.56,100.26
2014,9,27,6.39,0.62,30.49,36.44,25.12,0.0,59.62,2.04,2.93,1.34,61.94,100.31
2014,9,28,6.39,0.62,30.76,36.52,25.98,0.04,59.75,1.89,2.89,1.3,59.0,100.35
2014,9,29,6.6,0.63,31.05,37.33,25.75,0.0,55.31,1.88,2.95,1.24,61.0,100.35
2014,9,30,6.26,0.6,31.05,37.2,25.17,0.17,55.62,1.77,2.52,0.93,65.44,100.35
2014,10,1,6.01,0.58,30.75,36.33,25.81,2.45,59.69,1.73,2.5,1.02,66.75,100.3
2014,10,2,3.97,0.38,30.13,33.66,27.64,8.49,62.25,1.52,2.3,0.84,100.31,100.35
2014,10,3,4.71,0.45,29.73,33.78,26.98,5.74,66.69,1.2,1.88,0.69,136.31,100.27
2014,10,4,4.0,0.38,28.23,32.48,25.73,16.02,79.12,1.27,1.65,0.59,101.5,100.24
2014,10,5,5.26,0.51,27.92,31.37,25.02,5.0,77.38,1.23,1.77,0.59,141.0,100.33
2014,10,6,4.39,0.42,29.21,32.91,25.31,1.13,69.06,1.42,2.26,0.75,120.25,100.31
2014,10,7,4.84,0.46,29.76,33.65,26.62,0.59,67.56,1.43,2.22,0.31,115.94,100.22
2014,10,8,5.82,0.55,29.43,33.01,25.76,0.04,69.88,1.21,1.86,0.72,131.12,100.12
2014,10,9,4.56,0.44,31.6,34.93,28.14,0.17,59.5,1.02,1.81,0.23,121.69,100.02
2014,10,10,2.77,0.27,28.94,31.54,27.08,0.26,69.56,1.53,2.66,0.56,175.62,100.22
2014,10,11,4.35,0.41,28.54,32.42,25.33,9.46,72.5,1.31,1.82,0.85,102.5,100.37
2014,10,12,3.24,0.31,27.23,29.37,25.44,12.78,82.31,0.86,1.48,0.21,179.88,100.44
2014,10,13,1.75,0.16,26.83,29.15,24.99,18.84,82.75,0.84,1.91,0.07,150.56,100.48
2014,10,14,5.14,0.49,27.23,29.91,24.79,10.01,81.25,1.14,1.86,0.42,161.5,100.52
2014,10,15,4.49,0.43,27.4,29.47,25.09,9.85,81.06,1.02,1.73,0.17,144.5,100.55
2014,10,16,2.82,0.27,27.06,29.23,25.33,9.45,81.38,1.13,2.04,0.47,118.19,100.52
2014,10,17,5.7,0.55,28.4,32.32,25.28,1.24,74.94,0.98,1.41,0.22,126.44,100.42
2014,10,18,3.05,0.29,27.26,29.87,25.57,6.14,83.56,1.1,1.57,0.41,114.19,100.41
2014,10,19,5.57,0.53,27.4,29.89,25.82,5.99,80.44,0.97,1.7,0.31,127.5,100.42
2014,10,20,5.28,0.51,28.03,30.87,25.73,0.67,77.62,1.22,1.57,0.83,75.06,100.39
2014,10,21,3.59,0.34,26.99,28.58,25.93,8.97,83.19,0.92,1.7,0.06,204.62,100.41
2014,10,22,5.16,0.49,27.98,31.45,24.24,2.88,76.25,0.86,2.33,0.09,140.19,100.38
2014,10,23,4.46,0.43,27.76,30.33,25.76,1.68,79.81,1.05,1.57,0.51,122.12,100.34
2014,10,24,4.54,0.44,27.39,30.58,25.15,3.31,82.62,1.2,1.45,0.79,85.38,100.29
2014,10,25,4.54,0.44,27.12,28.95,25.9,5.54,83.31,0.77,1.41,0.21,116.56,100.28
2014,10,26,4.82,0.46,27.4,30.83,24.58,1.55,82.06,1.34,1.77,0.76,136.75,100.23
2014,10,27,5.17,0.49,27.19,29.77,24.77,0.47,82.88,1.18,1.69,0.7,68.75,100.35
2014,10,28,6.19,0.59,28.44,32.66,25.02,0.12,76.19,1.42,1.78,0.9,57.81,100.36
2014,10,29,5.1,0.48,29.32,33.72,25.76,0.0,71.56,1.38,1.78,0.91,70.5,100.2
2014,10,30,6.41,0.61,29.94,33.83,26.52,0.04,68.12,1.5,2.28,0.49,63.88,100.07
2014,10,31,6.32,0.6,30.02,34.58,26.84,0.08,68.94,1.88,2.97,1.35,73.5,100.07
2014,11,1,5.67,0.54,29.68,33.67,26.73,0.02,68.38,1.61,2.48,0.67,63.31,100.22
2014,11,2,5.52,0.53,30.94,35.17,26.87,0.0,59.44,0.95,1.59,0.27,160.94,100.27
2014,11,3,5.12,0.49,29.98,33.33,26.84,0.96,65.0,0.95,1.41,0.02,272.19,100.18
2014,11,4,4.22,0.41,30.73,35.35,27.42,1.77,63.0,1.09,1.59,0.52,142.0,100.04
2014,11,5,2.88,0.27,28.52,31.88,26.05,2.91,76.69,1.48,2.22,0.98,62.38,100.18
2014,11,6,4.61,0.45,28.19,32.38,25.22,1.23,78.62,1.12,1.34,0.62,225.94,100.35
2014,11,7,5.62,0.54,29.73,34.19,25.55,0.13,70.5,0.92,1.84,0.21,210.5,100.23
2014,11,8,6.34,0.61,31.31,36.86,26.01,0.2,60.62,1.19,2.02,0.28,135.06,100.1
2014,11,9,0.8,0.08,28.32,30.75,25.55,48.83,80.38,1.48,1.98,0.74,146.88,100.2
2014,11,10,4.93,0.48,26.74,29.02,24.91,6.03,86.94,1.04,1.55,0.57,87.25,100.18
2014,11,11,5.6,0.54,28.22,30.57,25.91,0.43,76.44,1.15,1.87,0.56,94.38,100.11
2014,11,12,5.24,0.5,28.85,31.12,26.05,7.09,74.81,0.9,1.52,0.34,112.94,100.05
2014,11,13,1.1,0.11,26.69,27.91,25.66,11.0,90.25,1.03,1.77,0.05,153.75,100.15
2014,11,14,3.59,0.34,27.24,30.4,24.65,2.71,81.06,0.97,1.61,0.25,105.75,100.25
2014,11,15,2.39,0.23,27.26,29.94,25.01,1.17,83.38,1.01,1.69,0.34,243.81,100.48
2014,11,16,4.87,0.47,28.02,31.63,24.61,0.03,76.38,0.83,1.44,0.23,259.38,100.45
2014,11,17,4.36,0.42,27.35,30.4,25.06,5.02,80.94,1.12,2.06,0.54,243.75,100.36
2014,11,18,5.16,0.5,26.89,29.48,25.01,1.21,83.81,0.93,1.59,0.13,213.56,100.31
2014,11,19,4.42,0.43,27.58,29.96,25.83,1.2,80.62,0.95,1.52,0.53,110.31,100.25
2014,11,20,2.58,0.25,26.38,28.33,24.93,2.24,89.12,1.18,1.51,0.87,84.75,100.28
2014,11,21,5.56,0.54,27.44,30.18,24.61,2.97,83.69,0.99,1.62,0.53,94.38,100.23
2014,11,22,2.39,0.23,27.02,29.08,25.32,4.83,84.62,0.84,1.63,0.17,230.44,100.3
2014,11,23,5.46,0.53,27.2,29.44,25.65,1.36,82.69,0.94,1.61,0.45,145.94,100.24
2014,11,24,5.02,0.48,27.64,30.73,25.15,1.1,82.94,1.3,1.54,0.92,80.69,100.2
2014,11,25,5.27,0.51,28.34,31.62,25.3,0.27,78.56,1.34,1.77,0.92,78.31,100.16
2014,11,26,5.86,0.57,29.55,32.51,26.05,0.0,70.94,1.11,1.84,0.57,119.75,100.11
2014,11,27,2.71,0.27,26.8,28.12,25.03,7.93,88.0,1.08,1.47,0.54,222.69,100.29
2014,11,28,3.63,0.35,27.07,31.02,24.51,0.88,83.94,1.25,1.52,0.84,91.44,100.33
2014,11,29,6.48,0.62,28.13,32.79,24.35,0.0,74.56,1.42,1.7,0.9,81.56,100.28
2014,11,30,6.45,0.62,29.44,34.23,25.0,0.0,68.25,1.73,2.12,1.17,81.88,100.22
2014,12,1,5.94,0.58,30.11,34.19,27.18,0.34,67.38,1.48,1.91,1.08,78.56,100.13
2014,12,2,4.53,0.44,30.09,34.25,27.23,0.46,67.12,1.14,1.51,0.23,107.5,100.02
2014,12,3,5.62,0.55,30.01,34.93,25.65,0.16,65.88,1.63,1.98,1.09,100.62,99.99
2014,12,4,6.13,0.59,30.42,35.36,26.3,0.03,63.94,1.34,1.78,0.78,117.0,100.06
2014,12,5,4.1,0.4,30.21,34.01,26.68,9.59,67.0,0.77,1.68,0.17,160.0,100.16
2014,12,6,4.61,0.45,27.43,30.4,25.04,7.43,81.38,1.3,1.76,0.77,95.12,100.24
2014,12,7,3.4,0.33,26.58,28.94,25.08,9.29,87.75,1.12,1.5,0.51,75.06,100.27
2014,12,8,5.35,0.52,27.01,30.76,24.64,2.78,82.19,1.48,1.91,1.11,89.94,100.23
2014,12,9,6.27,0.61,28.34,33.11,24.15,0.12,74.31,1.36,1.76,0.9,104.06,100.12
2014,12,10,2.38,0.23,27.94,31.37,25.93,7.93,80.38,1.21,1.51,0.84,86.44,100.15
2014,12,11,1.54,0.15,26.06,27.26,25.44,26.11,92.75,0.67,1.44,0.05,139.62,100.36
2014,12,12,4.92,0.48,26.51,29.58,24.35,1.18,85.31,1.08,1.61,0.59,116.44,100.45
2014,12,13,5.68,0.55,27.62,31.23,24.51,0.84,78.25,1.19,1.49,0.72,50.38,100.28
2014,12,14,2.84,0.27,27.56,30.02,25.3,19.67,81.75,1.08,1.47,0.52,89.0,100.21
2014,12,15,5.37,0.52,26.0,26.73,25.3,9.26,93.0,0.92,1.42,0.28,169.06,100.37
2014,12,16,2.9,0.28,26.21,28.51,24.51,3.11,88.44,1.23,1.74,0.66,114.44,100.47
2014,12,17,5.97,0.59,27.16,30.24,23.77,0.16,82.56,1.26,1.8,0.63,91.62,100.38
2014,12,18,3.44,0.34,27.03,28.83,25.46,6.08,85.5,1.06,1.96,0.39,124.25,100.27
2014,12,19,4.09,0.4,26.69,28.89,25.3,11.5,88.81,1.06,1.59,0.58,126.81,100.25
2014,12,20,4.31,0.42,26.01,28.21,24.37,1.71,89.56,1.44,1.76,1.02,72.31,100.29
2014,12,21,4.31,0.42,27.16,30.23,24.37,1.27,84.06,1.15,1.65,0.39,80.56,100.29
2014,12,22,5.49,0.54,26.85,29.22,24.95,1.37,88.25,1.09,1.43,0.77,108.56,100.29
2014,12,23,4.8,0.47,27.52,30.86,25.06,4.12,86.19,1.47,1.96,1.12,119.31,100.24
2014,12,24,3.97,0.38,27.55,30.88,24.83,2.9,84.0,1.22,1.7,0.62,112.88,100.21
2014,12,25,2.68,0.26,27.36,29.94,25.44,2.27,84.0,1.39,1.91,0.8,104.56,100.34
2014,12,26,5.24,0.51,26.86,29.18,25.16,1.65,85.19,1.52,2.41,1.07,103.69,100.39
2014,12,27,5.56,0.54,27.93,31.25,24.99,0.42,79.25,1.65,2.32,0.99,83.38,100.29
2014,12,28,5.04,0.49,28.61,31.79,25.22,0.01,74.69,1.3,1.84,0.76,68.06,100.28
2014,12,29,3.35,0.33,27.73,30.08,25.82,5.56,80.25,1.22,1.68,0.79,100.19,100.39
2014,12,30,5.44,0.53,27.64,30.25,25.14,2.32,79.94,1.17,1.88,0.3,62.12,100.4
2014,12,31,3.3,0.32,27.9,30.9,25.5,0.03,74.69,1.42,2.04,0.7,74.06,100.34
2015,1,1,4.18,0.41,27.58,30.44,25.48,0.5,76.38,1.45,2.03,0.85,62.44,100.38
2015,1,2,4.47,0.44,26.3,28.4,24.66,0.41,80.56,1.39,1.88,0.92,49.5,100.47
2015,1,3,5.3,0.52,28.14,31.47,24.7,0.38,73.5,1.44,1.82,0.94,75.25,100.41
2015,1,4,3.47,0.34,28.2,30.89,25.76,4.96,74.75,1.27,1.83,0.8,95.56,100.45
2015,1,5,3.63,0.35,26.5,28.58,24.55,5.82,85.31,1.19,1.59,0.52,89.62,100.54
2015,1,6,5.06,0.49,26.77,31.28,23.87,2.71,80.81,1.46,1.9,0.85,74.31,100.54
2015,1,7,6.58,0.64,27.72,32.42,23.7,2.33,76.06,1.53,1.98,0.94,87.0,100.34
2015,1,8,5.14,0.5,28.05,32.05,24.51,9.68,76.62,1.66,2.04,1.07,83.38,100.26
2015,1,9,3.79,0.37,26.23,27.55,25.3,12.25,88.12,1.3,1.83,0.81,82.31,100.41
2015,1,10,2.7,0.26,26.48,28.21,24.7,3.69,85.94,1.12,1.73,0.48,99.5,100.46
2015,1,11,1.68,0.16,26.22,28.35,24.71,20.26,89.19,1.05,1.73,0.55,107.38,100.51
2015,1,12,4.62,0.45,25.89,28.35,24.34,5.39,90.88,1.2,1.45,0.77,87.81,100.46
2015,1,13,4.56,0.44,26.34,29.37,24.16,2.98,88.38,1.34,1.91,0.87,80.31,100.39
2015,1,14,2.11,0.2,25.4,27.11,24.23,12.63,92.44,1.2,1.73,0.72,107.56,100.43
2015,1,15,4.0,0.38,25.61,28.1,23.83,4.77,89.06,1.46,1.69,0.92,82.5,100.52
2015,1,16,4.86,0.47,26.55,29.69,23.99,5.56,84.19,1.42,1.62,1.12,92.38,100.53
2015,1,17,4.1,0.39,25.72,28.12,24.12,10.17,89.5,1.22,1.7,0.59,97.31,100.49
2015,1,18,4.37,0.42,26.36,29.56,23.85,5.73,86.5,1.3,1.91,0.72,95.12,100.46
2015,1,19,2.96,0.28,25.26,26.55,24.08,17.68,94.69,1.16,1.5,0.62,122.06,100.48
2015,1,20,4.28,0.41,25.78,28.74,23.86,4.46,87.56,1.23,1.56,0.7,101.19,100.41
2015,1,21,4.53,0.44,25.04,26.87,24.0,3.77,90.12,1.39,1.69,1.01,95.81,100.51
2015,1,22,5.83,0.55,25.97,28.75,23.73,5.92,84.81,1.34,1.98,0.8,106.88,100.49
2015,1,23,1.7,0.16,25.85,28.41,24.03,7.26,88.56,1.03,1.66,0.38,79.88,100.47
2015,1,24,2.23,0.21,25.17,27.67,23.6,8.59,90.88,1.24,1.68,0.91,93.44,100.49
2015,1,25,5.02,0.48,25.52,28.4,23.4,5.95,90.31,1.18,1.52,0.7,82.19,100.44
2015,1,26,4.77,0.45,25.74,28.48,24.09,5.39,90.0,1.68,2.45,1.17,90.69,100.39
2015,1,27,5.96,0.57,26.41,29.76,23.74,0.67,84.38,1.68,2.51,1.03,74.88,100.4
2015,1,28,5.26,0.5,26.58,29.37,24.15,5.48,86.31,1.26,1.56,0.76,96.69,100.31
2015,1,29,5.15,0.49,26.33,28.71,24.39,5.22,90.0,1.2,1.73,0.56,104.38,100.32
2015,1,30,5.18,0.49,25.94,27.19,25.17,2.63,90.0,1.17,1.66,0.41,59.12,100.32
2015,1,31,4.4,0.42,26.0,27.55,24.69,1.59,88.56,1.23,1.62,0.69,113.88,100.44
2015,2,1,1.62,0.16,25.48,27.31,24.01,9.43,89.69,0.95,1.85,0.22,143.44,100.56
2015,2,2,2.95,0.28,24.83,26.3,23.46,5.94,90.25,1.04,1.7,0.3,107.94,100.63
2015,2,3,5.69,0.54,26.05,29.79,22.73,0.43,84.56,1.44,1.97,0.77,66.69,100.53
2015,2,4,4.6,0.44,26.4,28.87,24.56,2.15,88.69,1.25,1.6,0.69,88.19,100.36
2015,2,5,5.13,0.48,26.81,29.73,24.64,1.1,86.06,1.36,2.0,0.8,61.0,100.31
2015,2,6,5.64,0.53,27.32,30.53,24.94,0.0,80.69,1.49,2.0,0.92,65.5,100.31
2015,2,7,6.22,0.59,27.76,31.5,24.28,0.0,78.06,1.46,1.8,0.86,67.5,100.24
2015,2,8,5.26,0.5,26.83,29.89,25.14,2.13,83.88,1.66,2.4,0.92,81.44,100.33
2015,2,9,4.5,0.42,26.03,28.07,24.81,9.81,91.0,1.53,2.02,1.14,78.5,100.38
2015,2,10,4.74,0.45,26.13,29.13,23.65,3.32,87.81,1.47,2.05,1.02,87.19,100.4
2015,2,11,4.99,0.47,26.9,30.33,24.06,0.03,84.62,1.3,1.55,0.88,84.25,100.46
2015,2,12,4.15,0.39,26.77,29.24,24.98,2.02,85.31,1.46,1.91,0.95,94.31,100.55
2015,2,13,6.02,0.57,27.15,30.37,24.73,1.07,84.81,1.5,2.02,0.95,89.56,100.53
2015,2,14,4.89,0.46,27.62,30.81,24.77,0.01,83.0,1.58,2.48,0.95,103.5,100.44
2015,2,15,5.74,0.54,28.0,31.38,25.04,1.04,82.5,1.3,1.62,0.9,90.75,100.34
2015,2,16,4.85,0.46,27.24,30.92,24.8,1.52,82.62,1.53,2.4,0.91,53.25,100.34
2015,2,17,2.07,0.2,26.42,30.0,24.33,6.54,84.75,1.48,2.13,0.92,72.44,100.35
2015,2,18,2.9,0.27,26.62,30.55,23.23,15.32,85.94,1.48,2.09,0.94,66.12,100.3
2015,2,19,5.71,0.54,26.61,29.98,23.92,2.22,86.25,1.6,2.28,1.16,76.75,100.24
2015,2,20,5.97,0.56,26.82,29.15,25.19,0.02,84.38,1.46,2.14,1.09,97.19,100.29
2015,2,21,4.72,0.45,26.51,29.42,24.74,12.56,86.75,1.48,1.94,0.84,97.25,100.44
2015,2,22,2.47,0.23,25.44,27.93,24.12,35.96,92.75,1.35,1.84,0.65,89.19,100.46
2015,2,23,4.13,0.39,25.74,28.44,23.53,3.94,85.69,1.3,1.73,0.73,53.19,100.47
2015,2,24,3.43,0.32,24.89,26.13,24.02,3.03,90.19,1.12,1.53,0.48,72.94,100.49
2015,2,25,5.66,0.53,26.15,29.57,23.54,2.33,87.62,1.27,1.59,0.73,83.75,100.43
2015,2,26,2.95,0.28,26.14,28.4,24.68,6.3,90.88,1.36,2.12,0.41,104.38,100.41
2015,2,27,5.44,0.52,25.9,28.76,23.89,0.68,89.88,1.48,1.98,0.74,77.38,100.42
2015,2,28,6.28,0.59,25.76,27.65,23.65,5.05,88.62,1.21,1.98,0.27,96.44,100.47
2015,3,1,3.22,0.3,26.4,29.52,24.13,10.75,87.75,1.2,1.68,0.66,111.12,100.46
2015,3,2,5.22,0.49,26.3,29.08,24.21,2.85,87.0,1.21,1.63,0.55,90.5,100.42
2015,3,3,4.85,0.45,25.46,27.47,24.3,2.04,88.06,1.23,1.79,0.75,61.94,100.4
2015,3,4,2.49,0.23,25.87,28.75,24.28,4.31,89.62,1.46,1.8,1.22,76.31,100.37
2015,3,5,2.49,0.23,25.93,29.1,23.69,8.58,89.12,1.36,1.63,1.03,83.19,100.41
2015,3,6,1.83,0.17,25.08,26.84,23.7,12.09,93.44,1.31,1.56,1.0,86.19,100.49
2015,3,7,5.62,0.53,26.28,29.8,23.18,0.53,85.56,1.34,1.65,0.87,78.12,100.43
2015,3,8,6.22,0.59,27.14,30.38,24.19,0.01,83.75,1.4,1.75,0.89,79.31,100.31
2015,3,9,3.79,0.36,26.93,29.56,24.93,1.45,85.75,1.38,1.87,0.74,73.81,100.28
2015,3,10,4.56,0.43,26.76,29.16,25.13,16.14,91.56,1.38,1.68,0.71,81.0,100.3
2015,3,11,3.67,0.34,26.28,28.47,24.88,10.01,90.38,1.54,2.19,0.78,67.19,100.31
2015,3,12,5.26,0.5,26.76,29.63,24.64,2.23,85.5,1.49,1.79,0.84,68.38,100.26
2015,3,13,4.91,0.47,26.85,29.69,24.9,24.12,88.75,1.45,1.87,0.92,99.19,100.17
2015,3,14,4.03,0.38,26.28,28.5,25.05,9.32,93.0,1.45,2.01,1.09,96.56,100.24
2015,3,15,3.9,0.37,25.94,27.9,24.36,7.61,91.88,1.27,1.65,0.35,106.31,100.34
2015,3,16,2.76,0.27,26.4,29.03,24.72,8.95,91.19,1.06,1.41,0.51,105.62,100.38
2015,3,17,4.96,0.47,26.08,28.55,24.73,8.01,90.0,1.39,2.15,0.86,76.44,100.43
2015,3,18,3.77,0.36,25.64,28.0,24.05,0.45,89.62,1.3,1.61,0.76,77.69,100.44
2015,3,19,3.37,0.32,25.5,27.92,24.15,2.85,90.88,1.41,2.19,0.89,99.88,100.46
2015,3,20,2.52,0.24,24.64,25.75,23.48,11.78,93.81,0.94,1.57,0.14,98.06,100.51
2015,3,21,4.86,0.46,25.74,28.39,23.7,3.51,87.62,1.06,1.58,0.04,114.62,100.51
2015,3,22,3.9,0.38,26.01,28.41,24.25,11.54,87.19,1.16,1.78,0.42,85.69,100.56
2015,3,23,5.26,0.51,25.69,27.98,24.19,20.57,90.12,1.11,1.66,0.53,93.81,100.67
2015,3,24,3.79,0.37,24.96,26.75,23.73,13.04,93.0,1.27,1.7,0.54,73.62,100.73
2015,3,25,5.74,0.55,25.51,28.28,23.14,0.36,89.31,1.35,1.62,0.72,89.69,100.62
2015,3,26,5.41,0.52,26.21,29.33,23.24,0.01,86.31,1.34,1.73,0.74,95.0,100.54
2015,3,27,6.56,0.63,26.69,29.65,24.26,1.37,87.5,1.24,1.59,0.86,96.94,100.55
2015,3,28,1.51,0.15,26.48,28.8,24.75,6.28,90.19,1.34,1.69,0.8,103.56,100.64
2015,3,29,4.75,0.46,26.3,28.3,24.94,7.0,90.38,1.02,1.52,0.21,103.5,100.59
2015,3,30,3.0,0.29,26.1,28.58,23.78,4.54,87.81,1.12,1.94,0.34,97.69,100.53
2015,3,31,3.96,0.38,25.53,27.55,22.91,5.35,82.12,0.73,1.54,0.13,203.56,100.65
2015,4,1,3.18,0.31,25.51,27.39,23.73,6.5,88.88,1.17,1.97,0.66,132.75,100.67
2015,4,2,5.76,0.56,26.51,29.62,23.87,0.66,86.75,1.25,1.8,0.43,89.69,100.57
2015,4,3,4.05,0.4,26.36,28.27,24.74,0.25,88.56,1.3,1.88,0.48,83.94,100.39
2015,4,4,5.87,0.57,26.64,29.3,24.44,0.1,84.56,1.44,1.66,0.98,63.0,100.23
2015,4,5,6.54,0.64,26.83,30.05,23.88,0.36,87.0,1.4,1.74,0.88,94.25,100.24
2015,4,6,5.82,0.57,26.25,27.98,24.98,0.44,89.81,1.38,1.88,0.66,96.75,100.33
2015,4,7,5.23,0.52,26.63,29.3,24.51,0.31,89.5,1.22,1.88,0.55,98.88,100.36
2015,4,8,5.55,0.55,27.1,29.93,24.57,0.86,86.5,1.32,1.6,0.94,86.75,100.34
2015,4,9,3.1,0.3,26.4,28.77,25.01,1.44,89.38,1.37,1.84,0.83,85.88,100.43
2015,4,10,3.02,0.3,25.71,27.38,24.33,6.41,92.69,1.18,1.48,0.75,116.25,100.53
2015,4,11,5.48,0.54,26.13,28.33,24.57,5.87,91.88,1.2,1.87,0.41,122.81,100.53
2015,4,12,3.53,0.35,25.19,26.19,24.06,12.88,94.19,1.23,1.77,0.49,89.88,100.62
2015,4,13,2.13,0.21,24.82,26.64,23.58,4.58,92.62,1.36,1.81,0.59,94.94,100.72
2015,4,14,5.11,0.51,26.05,29.13,23.37,1.93,88.62,1.16,1.55,0.77,91.94,100.61
2015,4,15,5.44,0.55,25.86,28.1,24.1,4.44,91.06,1.39,1.98,0.65,85.0,100.5
2015,4,16,4.17,0.42,26.3,29.03,24.12,8.63,88.75,1.24,1.8,0.58,89.69,100.47
2015,4,17,2.76,0.28,25.8,27.83,24.58,7.48,89.31,1.11,1.68,0.55,107.25,100.51
2015,4,18,2.69,0.27,25.54,27.19,24.08,4.87,89.69,1.11,1.85,0.27,80.75,100.56
2015,4,19,4.12,0.41,25.83,27.92,24.3,1.8,88.44,1.0,1.73,0.41,54.38,100.48
2015,4,20,5.51,0.55,26.1,28.66,24.13,3.2,89.62,1.24,1.65,0.83,81.38,100.42
2015,4,21,5.51,0.55,26.24,28.49,24.05,5.02,89.81,1.14,1.71,0.39,72.25,100.43
2015,4,22,5.58,0.57,26.98,29.67,24.62,2.31,84.69,1.26,1.96,0.62,108.06,100.41
2015,4,23,4.01,0.41,26.54,28.61,24.74,4.12,88.12,1.2,1.99,0.55,101.38,100.45
2015,4,24,3.1,0.31,26.01,27.86,24.55,7.33,91.81,1.31,1.98,0.63,89.69,100.56
2015,4,25,3.11,0.32,26.15,29.08,23.91,8.98,90.12,1.31,1.72,0.7,79.31,100.56
2015,4,26,5.04,0.52,26.17,28.62,23.97,5.25,91.06,1.28,1.84,0.7,82.94,100.48
2015,4,27,4.85,0.5,26.13,28.35,24.57,2.5,91.0,1.27,1.59,0.55,106.88,100.41
2015,4,28,3.17,0.33,25.38,26.5,24.44,8.31,94.62,1.12,1.72,0.27,110.94,100.39
2015,4,29,3.24,0.34,25.68,28.08,24.13,4.16,90.19,1.34,1.74,0.62,115.62,100.45
2015,4,30,4.6,0.48,26.05,28.77,23.98,6.2,88.25,1.4,1.76,0.61,100.75,100.45
2015,5,1,1.75,0.18,25.33,26.55,24.34,8.75,90.94,1.04,1.7,0.04,81.31,100.5
2015,5,2,4.48,0.47,26.33,29.23,23.71,8.08,86.38,1.21,1.8,0.53,92.44,100.4
2015,5,3,4.78,0.5,25.94,28.47,24.18,4.01,89.44,1.58,1.98,1.18,82.38,100.42
2015,5,4,4.6,0.48,26.56,29.42,24.06,0.0,84.75,1.67,2.2,0.94,85.25,100.47
2015,5,5,4.39,0.46,26.4,28.6,24.76,9.49,89.62,1.34,1.83,0.54,93.12,100.55
2015,5,6,1.67,0.17,25.1,26.05,24.22,23.81,95.25,1.16,1.66,0.54,131.06,100.61
2015,5,7,3.51,0.37,25.98,28.5,24.04,7.8,87.81,0.79,1.52,0.2,124.81,100.59
2015,5,8,4.3,0.45,26.02,28.55,24.23,2.39,89.44,1.19,1.48,0.86,57.0,100.6
2015,5,9,4.49,0.48,26.33,29.08,24.15,4.2,89.88,1.09,1.51,0.45,92.62,100.54
2015,5,10,3.48,0.37,26.15,28.23,24.38,6.19,91.94,1.12,1.55,0.54,104.31,100.49
2015,5,11,3.9,0.41,26.38,29.04,24.51,7.5,90.94,1.2,1.8,0.66,109.19,100.51
2015,5,12,5.37,0.57,26.43,28.83,24.83,2.16,89.31,1.35,1.75,0.87,133.31,100.52
2015,5,13,5.26,0.56,27.21,29.65,24.83,0.53,84.81,1.03,1.73,0.31,99.06,100.45
2015,5,14,3.86,0.41,26.39,28.05,24.87,2.12,88.12,1.3,1.78,0.71,100.19,100.45
2015,5,15,5.56,0.6,26.49,29.39,23.88,1.03,88.31,1.26,1.59,0.73,107.0,100.47
2015,5,16,3.68,0.4,25.83,27.47,24.38,4.36,92.5,1.26,1.78,0.71,104.75,100.6
2015,5,17,5.12,0.55,25.9,27.84,24.64,3.76,91.5,1.12,1.8,0.48,141.88,100.66
2015,5,18,5.29,0.57,26.94,29.0,24.65,5.16,87.44,0.88,1.72,0.07,116.12,100.64
2015,5,19,2.39,0.26,26.62,28.1,25.13,12.63,89.06,0.84,1.41,0.43,111.5,100.62
2015,5,20,4.04,0.44,26.3,29.19,23.97,3.8,87.75,1.09,1.6,0.58,116.44,100.58
2015,5,21,5.23,0.57,26.56,29.21,24.48,0.96,86.12,1.32,1.84,0.62,79.31,100.59
2015,5,22,3.12,0.34,26.08,28.05,24.69,6.63,91.56,1.35,1.87,0.55,87.88,100.69
2015,5,23,3.74,0.41,26.23,28.69,24.09,4.36,90.69,1.31,1.87,0.48,78.19,100.67
