-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Daily Data 
Dates (month/day/year): 01/01/2013 through 11/30/2022 
Location: Latitude  -7.5   Longitude -63.03 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 66.95 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
ALLSKY_KT             CERES SYN1deg All Sky Insolation Clearness Index (dimensionless) 
ALLSKY_SFC_SW_DWN     CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (kW-hr/m^2/day) 
T2M                   MERRA-2 Temperature at 2 Meters (C) 
T2M_MAX               MERRA-2 Temperature at 2 Meters Maximum (C) 
T2M_MIN               MERRA-2 Temperature at 2 Meters Minimum (C) 
RH2M                  MERRA-2 Relative Humidity at 2 Meters (%) 
PRECTOTCORR           MERRA-2 Precipitation Corrected (mm/day) 
PS                    MERRA-2 Surface Pressure (kPa) 
WS10M                 MERRA-2 Wind Speed at 10 Meters (m/s) 
WS10M_MAX             MERRA-2 Wind Speed at 10 Meters Maximum (m/s) 
WS10M_MIN             MERRA-2 Wind Speed at 10 Meters Minimum (m/s) 
WD10M                 MERRA-2 Wind Direction at 10 Meters (Degrees) 
-END HEADER-
YEAR,MO,DY,ALLSKY_KT,ALLSKY_SFC_SW_DWN,T2M,T2M_MAX,T2M_MIN,RH2M,PRECTOTCORR,PS,WS10M,WS10M_MAX,WS10M_MIN,WD10M
2015,8,28,0.55,5.36,31.15,36.62,25.96,52.44,0.14,100.29,1.11,1.47,0.67,202.5
2015,8,29,0.61,5.89,33.18,39.55,26.22,45.19,0.0,100.2,0.66,1.09,0.09,170.44
2015,8,30,0.51,4.92,31.95,37.52,27.41,51.06,4.93,100.21,0.91,1.54,0.34,152.19
2015,8,31,0.59,5.73,30.11,36.8,25.23,67.44,11.97,100.3,0.76,1.05,0.47,178.81
2015,9,1,0.58,5.61,29.15,34.8,24.77,70.31,2.74,100.43,0.69,1.15,0.38,178.38
2015,9,2,0.49,4.82,30.3,36.44,25.05,61.06,0.35,100.28,0.67,1.26,0.21,203.06
2015,9,3,0.53,5.21,30.33,35.58,25.49,63.06,0.06,100.24,0.52,0.83,0.12,210.31
2015,9,4,0.51,5.0,31.47,38.26,25.2,56.81,0.78,100.21,0.64,0.98,0.12,191.19
2015,9,5,0.48,4.72,31.12,36.19,25.84,62.19,0.38,100.23,0.56,0.71,0.38,177.81
2015,9,6,0.59,5.88,33.3,39.73,27.59,52.81,0.0,100.06,0.7,1.17,0.26,123.0
2015,9,7,0.61,6.05,32.37,39.23,26.48,54.56,0.26,99.95,0.97,1.3,0.6,138.25
2015,9,8,0.55,5.42,31.24,36.73,26.38,58.94,0.18,99.94,1.02,1.48,0.59,135.19
2015,9,9,0.62,6.09,32.1,39.79,25.05,51.06,0.0,99.87,1.0,1.34,0.39,119.31
2015,9,10,0.68,6.8,32.41,40.29,25.19,44.56,0.0,99.92,1.13,1.59,0.63,143.44
2015,9,11,0.66,6.53,32.68,40.62,25.38,41.31,0.0,100.11,1.11,1.41,0.55,113.12
2015,9,12,0.64,6.43,33.02,41.5,25.16,38.5,0.0,100.14,1.05,1.75,0.55,155.88
2015,9,13,0.55,5.59,32.52,39.75,24.98,43.0,2.77,100.16,0.74,1.16,0.24,198.44
2015,9,14,0.47,4.71,31.3,37.12,26.6,61.94,6.8,100.19,0.87,1.23,0.48,120.88
2015,9,15,0.47,4.68,31.0,37.79,25.7,63.06,0.88,100.19,0.76,1.27,0.09,116.94
2015,9,16,0.55,5.49,32.25,39.62,25.4,53.56,0.0,100.08,0.78,1.21,0.34,155.94
2015,9,17,0.6,6.09,32.76,40.17,26.23,50.94,0.14,99.96,0.86,1.3,0.53,110.75
2015,9,18,0.59,5.98,33.5,41.14,26.58,47.94,0.05,99.9,0.88,1.34,0.47,158.5
2015,9,19,0.56,5.71,33.75,40.8,27.8,46.81,0.41,99.92,0.93,1.41,0.44,127.5
2015,9,20,0.51,5.17,33.54,40.93,26.73,46.0,0.07,99.98,0.94,1.26,0.59,154.5
2015,9,21,0.55,5.66,33.3,40.31,27.37,47.5,0.3,99.94,0.88,1.26,0.55,147.62
2015,9,22,0.63,6.5,34.09,41.34,27.4,42.62,0.07,99.87,0.93,1.3,0.46,137.0
2015,9,23,0.55,5.57,34.03,40.64,27.4,39.81,0.0,99.81,0.89,1.14,0.53,134.81
2015,9,24,0.39,3.99,34.21,39.66,29.4,42.12,0.01,99.9,0.58,1.17,0.27,92.06
2015,9,25,0.6,6.19,34.68,41.6,27.91,39.31,0.0,99.9,1.05,1.52,0.6,157.0
2015,9,26,0.54,5.55,34.16,40.13,27.87,37.75,0.0,99.93,1.05,1.62,0.38,141.69
2015,9,27,0.53,5.44,34.68,41.48,28.25,37.94,0.92,99.93,0.95,1.27,0.39,131.0
2015,9,28,0.4,4.1,33.21,40.01,26.19,42.06,0.79,99.88,0.99,1.58,0.41,146.31
2015,9,29,0.52,5.37,34.4,41.15,27.98,39.38,0.0,99.72,0.76,1.11,0.11,38.06
2015,9,30,0.3,3.12,34.62,39.83,28.98,41.0,0.39,99.69,0.66,0.95,0.2,204.81
2015,10,1,0.55,5.76,32.8,37.42,29.19,48.31,1.62,99.84,0.84,1.16,0.55,147.12
2015,10,2,0.52,5.35,31.24,37.31,27.3,59.31,3.89,99.92,0.77,1.43,0.09,89.94
2015,10,3,0.58,5.99,32.33,40.19,25.7,54.12,0.98,99.94,1.02,1.29,0.41,87.44
2015,10,4,0.54,5.66,33.76,41.47,27.07,46.0,0.0,100.01,1.05,1.32,0.66,129.75
2015,10,5,0.59,6.13,34.94,42.45,27.73,41.62,0.05,99.96,0.77,1.09,0.45,165.5
2015,10,6,0.38,4.02,33.7,40.37,27.14,51.38,18.86,99.94,0.81,1.07,0.45,139.94
2015,10,7,0.29,3.03,28.56,32.87,25.87,79.31,10.13,100.11,0.57,0.82,0.26,97.75
2015,10,8,0.53,5.57,30.98,38.12,24.85,62.44,0.08,99.98,0.46,0.83,0.04,101.44
2015,10,9,0.54,5.62,31.89,39.49,25.29,57.12,0.19,99.91,0.8,1.62,0.27,154.5
2015,10,10,0.38,4.03,30.26,34.73,26.91,64.25,0.11,100.02,0.88,1.45,0.22,126.75
2015,10,11,0.47,4.92,31.9,38.81,26.18,59.06,0.45,99.92,0.68,1.2,0.15,132.44
2015,10,12,0.37,3.87,29.89,36.09,26.19,70.88,24.73,100.08,0.73,1.52,0.2,181.19
2015,10,13,0.43,4.55,27.08,29.39,25.42,89.44,31.16,100.16,0.49,0.81,0.2,132.81
2015,10,14,0.46,4.88,27.99,32.83,25.05,80.25,1.02,100.12,0.65,1.15,0.3,71.38
2015,10,15,0.56,5.95,29.26,34.45,25.29,74.06,0.39,100.04,0.71,1.21,0.45,172.12
2015,10,16,0.58,6.12,30.3,35.95,25.09,69.69,6.79,100.03,0.9,1.51,0.48,172.06
2015,10,17,0.42,4.43,30.59,37.36,24.97,69.06,2.35,100.12,0.76,1.23,0.33,145.94
2015,10,18,0.55,5.76,30.59,36.99,25.22,64.31,0.28,100.23,0.8,1.25,0.27,186.31
2015,10,19,0.59,6.32,31.23,38.58,25.45,62.06,1.05,100.16,0.76,1.24,0.4,175.69
2015,10,20,0.56,5.99,30.52,37.15,25.13,66.75,2.65,100.16,0.86,1.27,0.62,185.81
2015,10,21,0.54,5.73,30.94,38.03,25.48,66.5,1.02,100.08,0.77,1.12,0.42,148.5
2015,10,22,0.61,6.46,31.69,39.36,25.11,59.44,0.05,99.93,0.79,1.11,0.32,129.94
2015,10,23,0.6,6.4,33.16,41.19,25.89,53.25,0.18,99.87,0.91,1.53,0.16,114.25
2015,10,24,0.57,6.11,33.33,41.05,26.46,53.38,3.38,99.83,0.73,1.37,0.16,190.88
2015,10,25,0.45,4.79,27.87,31.73,25.0,79.38,9.17,100.15,0.59,1.22,0.12,220.25
2015,10,26,0.55,5.89,28.6,34.1,23.9,76.06,2.63,100.18,0.77,1.18,0.39,275.81
2015,10,27,0.56,6.03,30.23,37.21,24.56,64.19,0.09,100.15,0.77,1.21,0.06,202.44
2015,10,28,0.5,5.3,29.01,35.19,25.19,74.31,33.1,100.19,0.7,1.23,0.09,113.69
2015,10,29,0.3,3.25,26.48,30.14,23.99,88.25,14.62,100.24,0.56,0.92,0.2,240.31
2015,10,30,0.49,5.23,27.87,32.06,24.36,78.88,0.21,100.13,0.51,0.77,0.29,213.38
2015,10,31,0.63,6.77,29.72,35.2,24.37,66.44,0.0,100.05,0.64,1.27,0.23,259.0
2015,11,1,0.55,5.86,29.71,35.62,24.33,68.69,0.07,99.9,1.03,1.71,0.54,113.56
2015,11,2,0.43,4.58,28.88,33.12,25.88,75.94,9.93,99.94,0.54,0.98,0.09,191.69
2015,11,3,0.44,4.71,27.11,30.22,25.08,87.94,4.13,100.06,0.59,1.04,0.15,153.0
2015,11,4,0.38,4.12,26.91,30.85,24.51,87.19,4.53,100.15,0.66,0.78,0.52,61.69
2015,11,5,0.45,4.76,27.05,30.84,24.22,84.81,6.63,100.18,0.7,1.21,0.26,59.12
2015,11,6,0.17,1.84,26.33,29.82,24.23,88.5,24.59,100.28,0.57,0.98,0.17,153.19
2015,11,7,0.48,5.18,26.77,31.38,23.43,81.88,0.11,100.25,0.71,0.95,0.34,131.25
2015,11,8,0.55,5.85,28.53,33.01,23.81,75.25,0.0,100.16,0.62,0.96,0.23,112.44
2015,11,9,0.54,5.78,28.9,33.28,25.01,75.31,0.01,100.19,0.7,1.07,0.27,137.81
2015,11,10,0.59,6.24,29.03,32.83,24.96,76.12,0.79,100.19,0.62,1.03,0.23,67.44
2015,11,11,0.57,6.1,29.08,34.68,25.22,72.31,1.43,100.1,0.83,1.5,0.13,93.38
2015,11,12,0.51,5.46,28.9,34.91,23.55,73.88,0.52,100.03,0.75,1.05,0.32,188.75
2015,11,13,0.6,6.46,30.14,36.09,25.01,67.94,0.0,100.01,0.77,1.39,0.15,137.56
2015,11,14,0.59,6.28,31.24,38.1,25.11,61.69,0.25,99.98,0.97,1.21,0.29,142.5
2015,11,15,0.55,5.91,31.46,38.31,25.4,62.12,0.25,99.94,0.94,1.38,0.43,70.5
2015,11,16,0.46,4.97,29.99,35.05,25.65,69.25,1.14,99.88,0.8,1.16,0.5,243.62
2015,11,17,0.56,6.0,30.6,37.01,25.51,66.81,0.38,99.78,0.69,0.91,0.48,236.81
2015,11,18,0.55,5.93,31.51,38.53,25.54,60.69,0.0,99.74,0.84,1.21,0.62,300.69
2015,11,19,0.59,6.29,32.11,39.28,25.81,58.62,0.01,99.71,0.85,1.17,0.64,302.5
2015,11,20,0.48,5.16,30.11,35.44,25.97,67.44,11.6,99.78,0.86,1.13,0.56,96.19
2015,11,21,0.55,5.93,29.21,34.23,24.6,75.69,6.31,99.83,0.52,0.84,0.05,95.5
2015,11,22,0.38,4.09,30.37,34.9,26.07,69.81,15.22,99.93,0.7,0.94,0.55,64.62
2015,11,23,0.45,4.82,26.98,29.44,25.0,91.19,27.64,99.93,0.58,1.12,0.26,299.06
2015,11,24,0.52,5.55,27.54,31.47,24.82,87.38,2.77,99.89,0.67,0.87,0.41,297.69
2015,11,25,0.55,5.87,27.51,30.83,24.64,85.06,0.69,100.0,0.6,1.05,0.13,241.0
2015,11,26,0.48,5.18,27.42,31.04,24.91,85.88,4.14,100.06,0.58,0.9,0.25,76.06
2015,11,27,0.42,4.53,28.65,32.87,23.94,78.19,0.5,99.94,0.62,0.77,0.44,146.44
2015,11,28,0.42,4.52,28.94,32.43,25.2,78.19,3.15,99.94,0.58,0.91,0.39,138.88
2015,11,29,0.45,4.87,28.55,32.55,25.55,81.06,0.8,99.98,0.7,1.2,0.29,81.5
2015,11,30,0.36,3.82,28.22,32.6,25.26,82.06,19.59,100.03,0.91,1.47,0.5,123.81
2015,12,1,0.4,4.28,26.97,30.47,24.44,88.62,10.15,100.14,0.78,1.2,0.47,130.94
2015,12,2,0.51,5.38,27.82,31.8,24.67,86.56,1.98,100.16,0.69,0.9,0.44,204.75
2015,12,3,0.42,4.47,27.94,32.08,25.01,85.44,3.25,100.14,0.65,1.13,0.26,153.12
2015,12,4,0.39,4.2,27.84,31.55,24.81,84.69,0.43,100.17,0.66,0.87,0.35,294.25
2015,12,5,0.5,5.36,27.94,31.69,25.14,82.25,0.04,100.2,0.61,0.91,0.39,116.69
2015,12,6,0.42,4.49,28.48,32.09,25.3,77.38,5.48,100.2,0.57,0.87,0.2,84.69
2015,12,7,0.39,4.17,27.86,31.54,24.55,82.62,8.9,100.13,0.53,1.1,0.02,139.75
2015,12,8,0.38,4.05,27.76,31.48,24.47,82.94,1.73,100.12,0.55,1.12,0.07,185.94
2015,12,9,0.39,4.15,28.0,31.11,25.99,83.0,1.35,100.22,0.6,0.88,0.2,148.5
2015,12,10,0.47,5.0,27.32,30.68,24.78,85.19,0.13,100.27,0.82,1.46,0.39,201.62
2015,12,11,0.45,4.84,29.11,33.41,24.5,76.56,1.18,100.17,0.75,1.41,0.45,137.75
2015,12,12,0.45,4.72,29.18,32.7,25.75,76.94,1.86,100.08,0.61,0.92,0.33,158.75
2015,12,13,0.45,4.85,28.55,33.52,25.24,81.5,6.4,100.03,0.62,0.91,0.22,127.06
2015,12,14,0.52,5.54,28.3,32.22,25.1,82.31,1.54,100.01,0.55,0.95,0.22,200.81
2015,12,15,0.44,4.64,28.64,32.2,25.68,76.5,2.83,100.07,0.5,0.9,0.23,191.5
2015,12,16,0.45,4.82,27.46,31.55,24.71,81.19,0.97,100.13,0.74,1.3,0.5,160.81
2015,12,17,0.45,4.76,29.55,34.92,23.85,70.19,0.84,100.04,0.6,1.05,0.24,84.44
2015,12,18,0.45,4.74,28.96,32.52,25.27,76.44,28.56,100.03,0.63,1.05,0.23,118.94
2015,12,19,0.38,4.04,27.33,30.59,25.2,87.31,14.15,100.18,0.58,1.05,0.11,163.25
2015,12,20,0.26,2.74,26.3,28.54,24.53,94.44,15.02,100.26,0.72,1.02,0.44,165.44
2015,12,21,0.49,5.22,27.55,31.01,24.12,83.75,3.11,100.14,0.6,1.16,0.14,214.88
2015,12,22,0.38,4.1,26.71,29.37,24.65,87.0,0.91,100.12,0.52,0.82,0.02,249.88
2015,12,23,0.46,4.88,27.31,30.58,24.19,84.88,0.56,100.05,0.59,1.05,0.12,51.31
2015,12,24,0.19,2.01,26.91,29.1,25.78,89.81,21.29,100.2,0.44,0.95,0.12,229.5
2015,12,25,0.32,3.46,26.36,29.41,24.27,90.38,1.83,100.29,0.77,1.31,0.37,116.0
2015,12,26,0.55,5.93,27.6,31.31,23.75,83.0,0.07,100.1,0.66,1.09,0.24,97.94
2015,12,27,0.54,5.76,28.93,32.23,24.7,77.19,0.0,99.97,0.7,1.19,0.37,145.94
2015,12,28,0.26,2.78,29.14,32.24,26.78,77.88,1.05,100.02,0.48,0.74,0.16,63.0
2015,12,29,0.39,4.17,27.32,29.68,25.58,89.31,12.62,100.31,0.55,0.77,0.26,287.0
2015,12,30,0.35,3.74,26.76,29.64,24.67,90.62,5.23,100.4,0.69,1.08,0.23,135.75
2015,12,31,0.4,4.24,27.25,31.12,24.27,85.25,0.91,100.17,0.72,1.29,0.14,96.31
2016,1,1,0.42,4.54,27.03,30.28,25.2,88.5,26.02,100.11,0.48,0.95,0.03,108.19
2016,1,2,0.39,4.21,25.68,27.22,24.54,96.94,25.68,100.21,0.69,1.12,0.34,103.88
2016,1,3,0.44,4.66,26.98,30.45,23.59,88.44,5.62,100.15,0.76,1.23,0.23,65.44
2016,1,4,0.37,3.97,26.95,29.24,25.17,92.88,8.65,100.15,0.59,1.16,0.14,117.69
2016,1,5,0.48,5.21,27.15,30.5,24.86,91.06,16.11,100.25,0.73,1.19,0.38,86.69
2016,1,6,0.35,3.74,27.06,29.78,25.0,90.31,8.33,100.27,0.41,1.0,0.07,78.06
2016,1,7,0.48,5.18,26.81,29.3,24.46,93.69,11.3,100.18,0.7,1.38,0.17,59.69
2016,1,8,0.5,5.37,26.55,28.68,25.02,92.25,6.85,100.08,0.7,1.41,0.03,171.81
2016,1,9,0.47,5.01,27.18,30.63,24.42,92.56,8.46,100.0,0.77,1.41,0.36,68.06
2016,1,10,0.47,5.04,27.35,30.35,25.35,92.44,14.06,100.07,0.73,1.29,0.34,111.44
2016,1,11,0.09,0.99,26.83,29.35,24.85,94.75,23.55,100.15,0.68,1.26,0.22,137.62
2016,1,12,0.5,5.36,26.65,29.01,24.61,93.12,2.61,100.11,0.76,1.45,0.18,115.75
2016,1,13,0.57,6.1,27.26,30.04,24.58,90.56,8.4,100.14,0.73,1.23,0.24,52.19
2016,1,14,0.56,6.03,27.48,29.87,24.92,91.88,15.0,100.08,0.79,1.36,0.3,56.88
2016,1,15,0.35,3.77,26.88,28.79,25.48,94.75,7.19,100.08,0.77,1.27,0.19,116.69
2016,1,16,0.38,4.08,27.37,30.08,25.19,92.0,0.3,100.04,0.7,1.25,0.25,114.0
2016,1,17,0.48,5.1,28.1,31.04,24.93,87.94,3.72,100.03,0.54,0.77,0.11,63.0
2016,1,18,0.41,4.38,27.5,29.54,25.95,92.69,7.21,100.06,0.66,1.31,0.21,169.88
2016,1,19,0.29,3.11,26.92,29.87,25.01,93.88,14.66,100.08,0.74,0.95,0.52,211.94
2016,1,20,0.39,4.19,27.4,30.98,23.98,86.25,1.35,100.04,0.52,1.09,0.14,272.94
2016,1,21,0.4,4.26,27.57,30.55,24.6,89.0,0.27,100.06,0.77,1.27,0.27,303.56
2016,1,22,0.46,4.94,27.17,29.64,25.4,90.31,0.28,100.11,0.71,1.1,0.3,202.5
2016,1,23,0.4,4.31,26.67,28.9,24.73,92.25,0.17,100.19,0.67,1.09,0.31,174.56
2016,1,24,0.47,5.06,27.25,30.18,24.53,89.44,7.49,100.06,0.68,1.27,0.25,228.69
2016,1,25,0.33,3.53,26.94,29.23,25.16,94.0,9.55,100.09,0.66,1.28,0.12,78.31
2016,1,26,0.27,2.84,27.14,29.64,25.43,93.56,3.39,100.2,0.69,1.26,0.16,206.69
2016,1,27,0.52,5.52,27.03,30.06,24.98,90.44,1.55,100.21,0.93,1.23,0.7,69.94
2016,1,28,0.34,3.58,27.21,30.5,23.63,88.38,1.1,100.16,0.77,1.22,0.21,59.81
2016,1,29,0.48,5.15,26.95,30.37,25.04,89.38,2.88,100.13,0.55,1.34,0.04,121.44
2016,1,30,0.5,5.38,26.96,30.19,24.17,89.44,1.15,100.13,0.6,0.98,0.12,123.62
2016,1,31,0.27,2.85,26.25,28.33,24.55,91.81,1.82,100.3,0.69,1.1,0.27,85.5
2016,2,1,0.36,3.87,25.38,27.79,23.48,90.38,1.59,100.33,0.63,0.92,0.23,124.44
2016,2,2,0.33,3.55,25.34,27.44,23.98,92.81,2.77,100.23,0.7,1.13,0.27,111.94
2016,2,3,0.35,3.84,26.68,29.9,24.1,88.44,12.71,100.12,0.66,1.28,0.24,81.88
2016,2,4,0.42,4.58,26.09,28.79,24.54,93.25,8.43,100.17,0.63,1.25,0.04,50.06
2016,2,5,0.46,5.01,26.08,28.83,23.98,93.81,8.96,100.31,0.8,1.28,0.29,83.5
2016,2,6,0.5,5.44,26.3,29.17,24.13,92.5,10.36,100.4,0.8,1.14,0.48,109.75
2016,2,7,0.59,6.4,26.9,30.22,24.08,90.12,4.44,100.32,0.73,1.42,0.3,101.31
2016,2,8,0.53,5.77,27.17,30.54,24.52,89.81,2.66,100.24,0.73,1.2,0.29,71.62
2016,2,9,0.57,6.16,27.2,29.88,24.72,91.62,0.88,100.29,0.92,1.37,0.35,100.06
2016,2,10,0.65,7.0,27.51,30.35,24.69,90.19,4.04,100.3,1.0,1.32,0.45,138.44
2016,2,11,0.34,3.73,26.5,28.75,24.6,92.0,15.72,100.36,0.75,1.15,0.08,100.94
2016,2,12,0.57,6.2,26.52,30.15,23.44,87.62,0.53,100.33,0.8,1.54,0.27,111.75
2016,2,13,0.67,7.23,27.71,31.51,24.1,85.0,0.11,100.17,0.88,1.58,0.3,96.44
2016,2,14,0.59,6.42,28.01,30.88,25.08,85.06,3.42,100.05,0.75,1.51,0.22,60.06
2016,2,15,0.5,5.42,27.94,31.26,25.23,88.12,9.98,99.97,0.8,1.12,0.45,90.75
2016,2,16,0.42,4.59,27.33,30.01,25.19,92.88,5.44,100.03,0.72,1.12,0.31,107.69
2016,2,17,0.61,6.61,27.45,30.3,25.16,93.06,11.68,100.08,0.76,1.35,0.25,97.88
2016,2,18,0.48,5.19,27.34,30.84,25.22,91.62,13.36,100.22,0.7,0.91,0.48,137.88
2016,2,19,0.59,6.37,27.16,30.11,24.54,91.0,7.1,100.14,0.77,1.31,0.17,124.0
2016,2,20,0.58,6.19,27.18,30.0,24.88,90.94,2.34,100.02,0.85,1.35,0.3,55.5
2016,2,21,0.59,6.4,26.63,29.0,24.77,92.75,4.45,99.95,0.81,1.25,0.25,73.62
2016,2,22,0.32,3.49,25.98,28.23,24.68,94.12,11.36,100.09,0.74,1.15,0.1,197.19
2016,2,23,0.58,6.18,26.74,30.4,23.91,91.5,6.72,100.2,0.83,1.27,0.19,113.5
2016,2,24,0.38,4.05,26.6,29.15,25.11,93.38,24.82,100.26,0.76,1.34,0.17,69.06
2016,2,25,0.37,3.98,27.04,29.55,24.87,89.88,9.56,100.21,0.58,1.33,0.11,109.19
2016,2,26,0.39,4.16,26.98,30.12,24.67,91.19,3.14,100.07,0.84,1.22,0.34,77.5
2016,2,27,0.63,6.78,27.36,30.23,25.01,89.06,0.41,100.11,0.83,1.12,0.36,67.62
2016,2,28,0.53,5.69,27.02,29.89,24.98,91.12,8.57,100.2,0.83,1.06,0.41,94.88
2016,2,29,0.44,4.71,27.36,29.71,25.26,92.56,25.57,100.24,0.53,0.85,0.16,144.88
2016,3,1,0.28,2.99,26.36,27.81,24.92,96.0,18.25,100.31,0.56,0.95,0.09,113.12
2016,3,2,0.48,5.19,26.75,30.24,23.95,91.81,8.91,100.27,0.66,1.2,0.25,67.62
2016,3,3,0.53,5.65,27.33,30.75,24.5,90.06,1.4,100.15,0.81,1.29,0.36,68.56
2016,3,4,0.47,5.03,27.55,30.54,25.23,90.0,5.06,100.08,0.79,1.28,0.41,48.81
2016,3,5,0.45,4.82,26.61,28.69,25.44,96.12,50.77,100.2,0.62,1.16,0.12,100.25
2016,3,6,0.34,3.6,26.87,30.03,24.76,91.81,7.59,100.39,0.69,1.1,0.39,116.06
2016,3,7,0.6,6.36,27.24,30.87,23.9,87.62,10.11,100.32,0.88,1.28,0.3,79.62
2016,3,8,0.18,1.9,26.48,28.26,25.01,92.0,18.19,100.38,0.5,1.05,0.08,200.12
2016,3,9,0.38,4.07,26.01,28.56,23.9,92.31,5.98,100.28,0.75,1.18,0.35,132.88
2016,3,10,0.48,5.11,26.7,29.51,23.94,90.0,0.03,100.32,0.82,1.45,0.25,101.88
2016,3,11,0.35,3.69,26.65,29.54,24.2,90.69,8.2,100.33,0.76,1.3,0.21,171.19
2016,3,12,0.45,4.79,26.39,28.01,25.22,91.88,19.7,100.34,0.55,1.04,0.04,143.94
2016,3,13,0.2,2.1,26.13,28.58,24.86,92.81,6.16,100.31,0.48,1.07,0.06,143.62
2016,3,14,0.36,3.77,26.22,28.76,23.76,92.75,18.98,100.38,0.79,1.18,0.22,72.88
2016,3,15,0.37,3.83,26.44,29.27,24.34,89.0,5.96,100.41,0.77,1.38,0.14,103.56
2016,3,16,0.4,4.21,26.15,28.77,23.9,93.5,5.84,100.37,0.8,1.29,0.32,142.81
2016,3,17,0.48,4.97,26.62,29.46,24.15,93.38,11.14,100.26,0.8,1.29,0.27,110.31
2016,3,18,0.15,1.56,26.62,28.42,24.97,95.12,16.64,100.24,0.63,1.22,0.06,79.88
2016,3,19,0.43,4.49,26.4,28.34,24.69,95.56,7.76,100.34,0.81,1.3,0.26,120.81
2016,3,20,0.48,5.02,26.48,28.5,24.74,94.06,4.93,100.39,0.56,1.0,0.16,160.19
2016,3,21,0.27,2.73,26.55,29.07,25.01,92.94,3.06,100.41,0.61,1.03,0.18,88.94
2016,3,22,0.55,5.64,26.71,29.19,24.15,91.31,2.35,100.4,0.68,1.29,0.09,22.25
2016,3,23,0.44,4.51,26.37,28.3,24.92,93.12,1.92,100.34,0.7,1.22,0.23,257.62
2016,3,24,0.6,6.19,26.51,29.4,24.21,90.62,0.53,100.21,0.72,1.12,0.5,89.31
2016,3,25,0.41,4.28,27.12,30.59,23.8,89.69,1.21,100.2,0.81,1.1,0.28,85.38
2016,3,26,0.43,4.37,27.03,29.75,25.12,92.06,2.58,100.37,0.8,1.27,0.29,108.31
2016,3,27,0.32,3.3,26.26,27.44,25.19,97.12,23.46,100.47,0.7,1.23,0.3,167.5
2016,3,28,0.36,3.68,26.06,28.23,24.36,95.06,15.68,100.41,0.73,1.23,0.25,174.62
2016,3,29,0.26,2.63,25.74,27.55,24.02,93.5,6.15,100.48,0.69,1.22,0.16,94.25
2016,3,30,0.5,5.1,26.39,30.01,23.5,90.81,1.11,100.4,0.92,1.38,0.39,97.75
2016,3,31,0.53,5.41,27.55,30.69,25.05,88.62,1.73,100.4,0.7,1.2,0.23,103.31
2016,4,1,0.45,4.46,26.75,28.56,25.11,94.19,22.53,100.46,0.63,1.1,0.13,42.06
2016,4,2,0.44,4.37,25.98,28.78,24.07,89.56,4.89,100.35,0.48,1.2,0.04,101.81
2016,4,3,0.51,5.09,27.01,30.31,24.32,88.88,11.12,100.31,0.63,1.38,0.11,68.12
2016,4,4,0.61,6.11,27.02,29.9,25.3,90.94,6.62,100.36,0.8,1.42,0.17,76.75
2016,4,5,0.62,6.19,26.94,30.05,24.37,92.0,10.09,100.4,0.78,1.41,0.16,86.12
2016,4,6,0.42,4.18,27.24,30.15,24.97,89.81,5.83,100.26,0.55,1.17,0.03,171.81
2016,4,7,0.46,4.61,27.48,29.4,26.05,89.38,1.27,100.2,0.52,0.8,0.23,120.44
2016,4,8,0.64,6.33,28.06,30.69,25.35,87.81,1.73,100.09,0.67,1.25,0.16,89.75
2016,4,9,0.39,3.84,27.66,29.97,25.55,90.19,11.93,100.12,0.59,1.3,0.06,146.38
2016,4,10,0.55,5.5,27.18,29.3,25.3,90.12,11.29,100.11,0.5,0.97,0.09,141.94
2016,4,11,0.53,5.2,25.86,26.94,24.65,94.19,34.99,100.26,0.73,1.3,0.09,88.44
2016,4,12,0.3,2.98,25.52,28.48,23.55,93.06,3.93,100.35,0.66,1.3,0.38,88.69
2016,4,13,0.53,5.17,26.48,29.84,23.26,89.44,4.84,100.27,0.82,1.44,0.31,50.0
2016,4,14,0.32,3.11,25.79,27.59,24.45,93.75,11.04,100.3,0.67,1.13,0.07,60.5
2016,4,15,0.55,5.34,26.3,29.82,23.1,91.5,0.75,100.22,0.98,1.34,0.35,101.88
2016,4,16,0.63,6.11,27.17,30.39,24.43,89.19,0.08,100.15,0.82,1.42,0.36,79.75
2016,4,17,0.48,4.7,27.23,29.81,24.99,92.44,10.09,100.26,0.7,1.39,0.11,140.94
2016,4,18,0.49,4.75,26.93,29.04,25.11,93.81,10.63,100.28,0.72,1.18,0.27,115.31
2016,4,19,0.48,4.54,27.21,29.83,24.86,88.88,2.51,100.23,0.52,1.06,0.08,98.38
2016,4,20,0.57,5.48,27.12,29.2,25.53,89.56,0.16,100.23,0.54,1.05,0.05,132.12
2016,4,21,0.3,2.87,27.37,30.43,24.18,88.75,1.22,100.25,0.62,1.16,0.14,111.94
2016,4,22,0.52,5.01,27.01,29.22,24.76,90.62,2.49,100.33,0.56,1.34,0.1,170.62
2016,4,23,0.49,4.67,26.28,29.32,24.18,92.06,1.25,100.22,0.77,1.25,0.38,91.25
2016,4,24,0.58,5.48,27.03,29.91,24.44,91.44,7.87,100.11,0.71,1.2,0.15,213.25
