-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Daily Data 
Dates (month/day/year): 01/01/2013 through 11/30/2022 
Location: Latitude  -4.253   Longitude -69.935 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 104.47 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
ALLSKY_SFC_SW_DWN     CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (kW-hr/m^2/day) 
ALLSKY_KT             CERES SYN1deg All Sky Insolation Clearness Index (dimensionless) 
T2M                   MERRA-2 Temperature at 2 Meters (C) 
T2M_MAX               MERRA-2 Temperature at 2 Meters Maximum (C) 
T2M_MIN               MERRA-2 Temperature at 2 Meters Minimum (C) 
RH2M                  MERRA-2 Relative Humidity at 2 Meters (%) 
PRECTOTCORR           MERRA-2 Precipitation Corrected (mm/day) 
PS                    MERRA-2 Surface Pressure (kPa) 
WS10M                 MERRA-2 Wind Speed at 10 Meters (m/s) 
WS10M_MAX             MERRA-2 Wind Speed at 10 Meters Maximum (m/s) 
WS10M_MIN             MERRA-2 Wind Speed at 10 Meters Minimum (m/s) 
WD10M                 MERRA-2 Wind Direction at 10 Meters (Degrees) 
-END HEADER-
YEAR,MO,DY,ALLSKY_SFC_SW_DWN,ALLSKY_KT,T2M,T2M_MAX,T2M_MIN,RH2M,PRECTOTCORR,PS,WS10M,WS10M_MAX,WS10M_MIN,WD10M
2014,11,27,4.91,0.47,25.38,27.9,23.12,94.25,7.25,99.67,0.77,1.32,0.12,80.81
2014,11,28,5.39,0.52,26.63,29.93,23.56,88.0,0.9,99.64,0.66,0.87,0.24,105.31
2014,11,29,4.52,0.44,25.7,27.51,24.01,93.5,4.75,99.69,0.67,1.17,0.19,189.12
2014,11,30,5.36,0.52,26.39,29.19,24.11,88.75,0.54,99.65,0.66,1.19,0.06,197.81
2014,12,1,5.7,0.55,27.01,29.94,24.37,86.25,8.73,99.63,0.71,1.24,0.3,143.81
2014,12,2,5.9,0.57,26.73,29.95,23.92,88.56,0.65,99.5,0.73,1.4,0.27,187.38
2014,12,3,4.07,0.39,26.1,28.19,24.18,93.94,12.14,99.5,0.61,1.12,0.22,128.69
2014,12,4,3.48,0.34,25.38,27.53,23.56,92.69,2.11,99.68,0.66,1.13,0.11,174.81
2014,12,5,4.34,0.42,25.03,27.54,23.19,93.94,11.67,99.76,0.77,1.19,0.41,249.94
2014,12,6,5.73,0.55,25.99,29.51,22.8,91.5,1.9,99.63,0.67,1.26,0.23,193.75
2014,12,7,4.16,0.4,25.94,28.27,24.13,93.88,7.02,99.56,0.64,0.95,0.34,98.5
2014,12,8,5.87,0.56,25.71,28.03,24.01,95.56,20.78,99.56,0.72,1.32,0.16,65.12
2014,12,9,4.62,0.45,25.3,27.25,23.72,96.88,15.54,99.54,0.61,1.31,0.1,195.31
2014,12,10,4.56,0.44,24.96,27.23,23.16,93.75,3.21,99.68,0.65,1.13,0.11,200.94
2014,12,11,4.56,0.44,25.52,28.81,22.8,90.5,1.55,99.79,0.62,0.89,0.28,47.88
2014,12,12,5.48,0.53,25.3,28.05,23.12,93.12,11.02,99.85,0.63,1.29,0.23,200.12
2014,12,13,5.33,0.52,25.92,28.98,23.2,91.75,2.57,99.66,0.74,1.32,0.3,260.25
2014,12,14,4.5,0.44,25.48,27.85,23.4,94.38,6.68,99.61,0.74,1.36,0.38,48.75
2014,12,15,4.25,0.41,25.33,28.18,23.44,94.0,2.08,99.77,0.55,0.95,0.12,75.88
2014,12,16,6.01,0.58,26.21,29.55,22.59,89.31,10.24,99.83,0.72,1.42,0.12,143.62
2014,12,17,6.23,0.6,25.57,28.29,23.38,93.88,15.15,99.82,0.78,1.33,0.28,274.94
2014,12,18,4.88,0.47,25.46,28.01,23.46,93.19,11.13,99.74,0.77,1.22,0.24,261.5
2014,12,19,5.47,0.53,25.93,28.83,23.15,91.62,2.44,99.61,0.7,1.32,0.19,29.0
2014,12,20,4.61,0.45,25.77,28.33,23.52,94.19,6.24,99.61,0.76,1.41,0.22,20.25
2014,12,21,5.06,0.48,26.1,28.97,23.64,92.62,1.11,99.66,0.8,1.23,0.21,26.0
2014,12,22,6.09,0.59,26.51,29.35,23.32,88.06,0.28,99.67,0.64,1.39,0.1,57.56
2014,12,23,3.84,0.37,26.21,28.73,23.56,91.88,0.86,99.67,0.67,1.2,0.13,188.25
2014,12,24,3.8,0.37,25.83,28.3,24.15,90.81,11.41,99.68,0.94,1.2,0.44,140.12
2014,12,25,2.35,0.23,25.68,28.47,24.0,94.12,30.47,99.73,0.54,1.09,0.18,92.19
2014,12,26,3.71,0.36,25.98,28.63,23.69,93.81,30.91,99.78,0.62,1.28,0.02,137.0
2014,12,27,3.92,0.38,25.92,28.53,24.0,91.44,62.7,99.83,0.58,0.95,0.06,149.81
2014,12,28,3.99,0.38,25.65,28.12,23.87,90.0,57.33,99.85,0.48,1.15,0.1,151.25
2014,12,29,5.2,0.5,25.69,28.8,22.52,93.0,34.32,99.84,0.74,1.27,0.05,156.94
2014,12,30,4.1,0.39,25.48,27.69,23.64,92.69,15.02,99.88,0.53,1.23,0.05,160.38
2014,12,31,5.25,0.51,26.38,29.62,24.17,87.88,0.73,99.77,0.53,1.17,0.13,85.31
2015,1,1,4.95,0.48,26.22,29.19,24.05,90.38,10.75,99.76,0.77,1.3,0.2,71.5
2015,1,2,3.71,0.36,25.53,27.95,23.44,91.19,30.86,99.85,0.8,1.29,0.22,81.25
2015,1,3,3.84,0.37,25.57,28.76,22.92,91.38,9.34,99.89,0.77,1.21,0.33,115.88
2015,1,4,4.52,0.44,26.27,29.72,23.21,87.38,0.24,99.91,0.7,1.23,0.1,135.0
2015,1,5,4.25,0.41,26.09,29.25,22.79,85.19,0.16,99.92,0.57,1.28,0.19,122.5
2015,1,6,3.8,0.37,25.55,28.72,23.01,88.06,4.21,99.92,0.67,1.14,0.3,66.62
2015,1,7,3.64,0.35,24.88,27.37,22.62,92.25,8.96,99.8,0.66,1.14,0.18,189.19
2015,1,8,3.86,0.37,25.58,28.76,22.24,89.06,11.62,99.77,0.66,1.27,0.1,234.62
2015,1,9,4.7,0.45,25.85,29.39,21.94,88.38,14.2,99.83,0.61,1.49,0.09,191.06
2015,1,10,3.27,0.31,25.39,28.17,23.15,93.38,46.26,99.91,0.7,1.17,0.12,105.56
2015,1,11,4.37,0.41,26.05,29.18,23.15,91.19,18.68,99.88,0.77,1.27,0.23,116.25
2015,1,12,3.16,0.3,25.89,28.94,23.51,91.62,7.62,99.85,0.77,1.12,0.3,85.75
2015,1,13,3.3,0.31,25.42,28.08,23.45,93.0,8.13,99.8,0.72,1.2,0.09,118.12
2015,1,14,4.98,0.48,25.62,28.51,23.33,91.75,4.18,99.8,0.77,1.27,0.27,109.12
2015,1,15,3.93,0.38,26.08,28.99,23.3,90.81,5.37,99.83,0.7,0.98,0.34,92.56
2015,1,16,4.94,0.47,26.13,29.04,23.93,88.81,2.34,99.87,0.69,1.23,0.1,98.75
2015,1,17,4.51,0.43,25.44,27.94,23.13,94.12,35.25,99.85,0.67,1.48,0.02,107.06
2015,1,18,4.68,0.45,25.83,29.04,23.12,90.69,12.36,99.87,0.59,1.26,0.15,83.44
2015,1,19,3.55,0.34,25.94,29.55,22.76,86.94,0.09,99.85,0.69,1.27,0.06,105.88
2015,1,20,5.36,0.51,25.57,28.42,22.73,89.88,13.48,99.75,0.83,1.37,0.2,66.94
2015,1,21,2.91,0.27,24.71,26.56,22.88,94.06,15.52,99.9,0.69,1.28,0.24,122.69
2015,1,22,3.5,0.34,24.44,26.5,21.89,92.44,10.99,99.99,0.56,1.28,0.21,231.38
2015,1,23,4.48,0.42,25.37,28.92,22.23,90.94,7.8,99.91,0.71,1.38,0.22,143.31
2015,1,24,4.7,0.45,24.94,27.87,23.12,92.31,0.85,99.86,0.63,1.19,0.18,174.38
2015,1,25,3.89,0.37,25.77,29.49,22.44,88.44,0.37,99.71,0.68,0.97,0.34,56.25
2015,1,26,4.73,0.45,25.3,27.57,23.22,93.69,30.48,99.69,0.72,1.23,0.15,90.19
2015,1,27,2.36,0.23,24.49,26.03,23.37,97.62,33.02,99.78,0.78,1.3,0.35,143.56
2015,1,28,5.91,0.56,25.98,29.48,22.31,89.06,3.32,99.71,0.98,1.46,0.34,103.5
2015,1,29,5.41,0.51,25.69,28.69,23.25,91.81,41.76,99.7,0.89,1.37,0.21,107.0
2015,1,30,2.76,0.26,24.77,26.35,23.32,96.56,68.04,99.8,0.73,1.38,0.19,64.81
2015,1,31,2.45,0.23,25.03,27.83,23.22,92.88,19.51,99.91,0.64,1.17,0.23,116.38
2015,2,1,3.85,0.37,24.66,26.94,23.16,92.5,7.9,100.0,0.76,1.18,0.09,111.44
2015,2,2,2.43,0.23,25.2,28.43,22.65,92.44,7.68,100.0,0.8,1.26,0.25,95.38
2015,2,3,5.04,0.48,25.6,28.63,23.58,90.5,3.43,99.92,0.83,1.34,0.31,39.75
2015,2,4,3.85,0.36,26.08,29.56,22.9,88.56,0.6,99.72,0.82,1.3,0.27,35.5
2015,2,5,2.52,0.23,25.77,28.09,24.19,92.0,9.71,99.71,0.7,1.22,0.21,64.56
2015,2,6,5.93,0.55,25.76,29.34,22.94,90.56,2.48,99.68,0.78,1.34,0.3,41.44
2015,2,7,6.43,0.6,26.28,29.89,23.28,88.88,0.39,99.66,0.82,1.22,0.38,145.69
2015,2,8,6.63,0.62,26.49,29.39,24.05,89.69,0.16,99.73,0.7,1.18,0.28,224.56
2015,2,9,3.14,0.3,25.12,26.69,23.72,94.81,2.96,99.78,0.61,1.2,0.3,195.19
2015,2,10,4.46,0.42,25.58,28.27,23.08,91.5,0.65,99.75,0.88,1.23,0.27,90.0
2015,2,11,4.57,0.43,26.27,29.46,23.37,90.38,0.69,99.82,0.68,1.27,0.23,127.38
2015,2,12,5.01,0.47,26.03,28.74,23.95,91.06,0.71,99.91,0.84,1.32,0.34,109.81
2015,2,13,5.23,0.49,25.31,27.46,23.71,94.44,9.02,99.98,0.77,1.14,0.34,153.0
2015,2,14,3.38,0.32,25.87,29.05,23.2,92.12,12.14,99.93,0.64,1.23,0.18,130.88
2015,2,15,4.1,0.38,26.36,29.68,24.58,90.88,5.69,99.8,0.7,1.19,0.24,129.69
2015,2,16,2.69,0.25,26.3,29.19,24.6,92.31,4.89,99.75,0.55,1.14,0.18,128.56
2015,2,17,4.12,0.38,26.46,29.65,24.17,89.5,2.11,99.69,0.67,1.37,0.15,112.5
2015,2,18,5.86,0.55,26.44,29.52,23.69,91.19,0.8,99.63,0.97,1.4,0.44,21.0
2015,2,19,5.06,0.48,26.66,29.51,24.28,91.06,0.2,99.5,0.72,1.13,0.25,43.88
2015,2,20,5.03,0.47,26.33,28.77,24.34,93.69,13.22,99.48,0.7,0.87,0.42,67.0
2015,2,21,3.71,0.35,25.83,28.15,24.16,95.75,32.41,99.64,0.76,1.27,0.08,110.44
2015,2,22,3.41,0.32,25.03,27.21,22.88,92.19,3.68,99.8,0.72,0.99,0.38,122.81
2015,2,23,4.37,0.41,25.78,29.37,22.46,87.19,0.0,99.79,0.71,1.3,0.2,73.88
2015,2,24,5.58,0.52,25.72,28.99,23.36,91.69,2.09,99.74,0.75,1.13,0.37,82.19
2015,2,25,3.86,0.36,25.59,28.86,23.21,90.0,2.02,99.8,0.72,1.05,0.24,144.81
2015,2,26,5.87,0.55,25.68,29.14,22.57,90.38,2.92,99.75,0.77,1.37,0.11,159.31
2015,2,27,6.12,0.58,25.26,27.87,23.38,93.31,37.25,99.81,0.67,1.39,0.09,78.44
2015,2,28,3.93,0.37,25.39,28.34,22.87,91.12,12.3,99.86,0.74,1.25,0.12,49.31
2015,3,1,4.68,0.44,25.62,28.74,22.9,88.81,0.87,99.88,0.72,1.2,0.13,94.0
2015,3,2,5.86,0.55,26.19,29.94,22.9,87.0,0.65,99.77,0.61,1.29,0.06,131.25
2015,3,3,5.35,0.5,24.71,26.61,23.15,96.31,12.23,99.69,0.77,1.35,0.09,133.19
2015,3,4,2.98,0.28,24.91,27.33,22.71,93.88,1.37,99.67,0.8,1.35,0.25,36.62
2015,3,5,3.01,0.28,25.26,27.86,23.02,92.62,4.6,99.76,0.76,1.26,0.28,53.5
2015,3,6,4.33,0.41,24.98,27.62,22.92,92.5,3.81,99.81,0.82,1.34,0.34,82.0
2015,3,7,4.45,0.42,25.63,29.02,22.33,90.31,4.28,99.77,0.85,1.27,0.25,96.81
2015,3,8,5.14,0.48,26.52,30.03,23.13,89.5,2.7,99.64,0.71,1.07,0.21,82.12
2015,3,9,4.0,0.38,26.69,29.45,24.48,91.56,8.21,99.6,0.73,1.27,0.22,92.31
2015,3,10,5.25,0.5,25.95,27.91,24.3,95.31,22.45,99.67,0.78,1.33,0.13,109.56
2015,3,11,4.39,0.41,26.48,29.54,24.21,92.81,62.31,99.64,0.78,1.3,0.33,120.25
2015,3,12,3.88,0.37,26.23,29.04,24.24,92.38,17.37,99.64,0.85,1.25,0.27,52.12
2015,3,13,4.82,0.46,25.74,27.44,24.08,94.06,25.99,99.54,0.64,1.26,0.05,131.88
2015,3,14,4.78,0.45,25.52,28.03,23.87,94.75,28.16,99.59,0.62,1.14,0.22,67.69
2015,3,15,4.09,0.39,26.02,28.83,23.4,89.75,1.35,99.71,0.46,1.03,0.19,104.25
2015,3,16,3.67,0.35,25.37,27.75,23.36,92.0,4.06,99.82,0.52,1.17,0.05,217.81
2015,3,17,2.47,0.23,25.16,27.75,23.34,94.31,45.46,99.8,0.66,1.09,0.34,108.75
2015,3,18,5.53,0.52,25.58,28.31,23.15,92.5,36.48,99.8,0.52,1.12,0.15,134.0
2015,3,19,4.54,0.43,24.48,26.02,23.46,96.5,13.07,99.86,0.84,1.22,0.42,243.69
2015,3,20,4.89,0.47,25.33,28.61,22.54,91.0,3.97,99.9,0.88,1.34,0.34,155.94
2015,3,21,3.74,0.36,25.37,28.05,23.31,91.5,36.07,99.93,0.59,1.18,0.2,269.44
2015,3,22,4.45,0.43,25.41,28.22,23.24,91.69,12.73,99.91,0.73,1.33,0.16,258.5
2015,3,23,4.29,0.41,25.92,28.83,23.4,87.94,0.6,99.99,0.64,1.01,0.26,284.5
2015,3,24,5.26,0.51,26.23,28.69,23.96,88.12,3.92,99.99,0.48,0.73,0.12,194.38
2015,3,25,4.87,0.47,25.15,26.72,23.8,95.81,5.52,99.95,0.73,1.28,0.44,53.62
2015,3,26,5.31,0.52,25.59,29.01,22.7,88.31,1.19,99.85,0.78,1.38,0.2,61.56
2015,3,27,5.92,0.57,26.33,29.38,23.54,89.31,13.1,99.89,0.81,1.4,0.27,77.06
2015,3,28,3.04,0.3,25.48,26.96,24.34,96.62,21.02,100.08,0.72,1.12,0.16,89.5
2015,3,29,5.31,0.52,25.58,28.35,22.99,91.75,5.28,100.07,0.7,1.3,0.2,139.69
2015,3,30,2.36,0.23,24.4,26.02,23.03,94.69,41.78,100.01,0.66,1.09,0.35,64.69
2015,3,31,5.31,0.52,24.63,27.43,22.25,93.69,5.43,99.95,0.65,0.88,0.31,66.31
2015,4,1,5.37,0.52,25.69,29.56,21.99,89.12,0.82,99.95,0.72,1.16,0.26,108.69
2015,4,2,4.84,0.48,25.58,28.52,23.42,92.81,3.8,99.97,0.74,1.26,0.37,119.62
2015,4,3,4.45,0.44,25.72,29.23,22.81,91.25,1.07,99.77,0.77,1.24,0.39,91.0
2015,4,4,5.62,0.55,25.98,29.22,23.3,90.62,6.68,99.59,0.71,1.36,0.16,40.75
2015,4,5,4.37,0.43,25.7,28.25,23.67,94.5,15.71,99.62,0.7,1.4,0.16,105.31
2015,4,6,4.49,0.45,25.76,28.34,23.33,94.25,9.19,99.76,0.74,1.29,0.12,144.12
2015,4,7,4.73,0.47,25.67,28.44,23.55,90.94,0.14,99.8,0.7,1.23,0.2,141.06
2015,4,8,5.54,0.55,26.14,29.13,22.68,89.69,7.64,99.71,0.7,1.27,0.29,114.19
2015,4,9,4.78,0.48,25.66,28.15,23.98,94.31,32.32,99.8,0.58,1.01,0.16,83.25
2015,4,10,3.96,0.39,25.38,28.13,22.86,94.62,95.99,99.94,0.77,1.23,0.35,140.62
2015,4,11,2.19,0.22,24.83,27.54,22.65,94.19,23.7,100.05,0.88,1.23,0.39,148.5
2015,4,12,4.7,0.47,26.08,29.23,22.58,88.31,1.73,99.97,0.66,1.14,0.19,123.0
2015,4,13,5.67,0.57,25.55,28.08,23.6,90.56,1.25,100.03,0.63,1.24,0.02,101.19
2015,4,14,4.73,0.48,26.12,29.37,22.99,87.81,1.14,99.93,0.68,1.35,0.16,133.62
2015,4,15,3.54,0.36,25.71,27.62,24.3,89.44,2.04,99.87,0.41,1.21,0.05,150.31
2015,4,16,4.61,0.47,25.65,27.91,23.89,91.5,2.54,99.91,0.45,1.02,0.05,160.81
2015,4,17,5.37,0.55,25.8,28.44,23.55,91.19,5.25,99.89,0.53,1.05,0.06,76.44
2015,4,18,3.71,0.38,25.43,28.17,23.18,91.0,2.62,99.96,0.55,1.23,0.12,97.5
2015,4,19,6.2,0.63,24.81,27.07,22.83,92.81,2.72,99.89,0.73,1.18,0.27,101.69
2015,4,20,5.36,0.55,25.75,29.26,22.79,90.94,1.84,99.81,0.63,1.17,0.09,69.0
2015,4,21,4.93,0.5,25.86,28.98,23.23,89.38,5.16,99.86,0.45,0.91,0.02,89.62
2015,4,22,3.93,0.4,25.19,27.59,22.49,93.44,37.71,99.9,0.8,1.36,0.18,173.69
2015,4,23,5.77,0.59,25.94,29.0,23.07,88.69,22.23,99.92,0.63,1.12,0.12,159.31
2015,4,24,5.16,0.53,25.56,28.55,23.14,93.0,6.98,99.95,0.73,1.21,0.26,156.69
2015,4,25,3.91,0.41,26.01,28.69,23.36,89.81,3.76,99.98,0.76,1.35,0.2,134.5
2015,4,26,4.5,0.47,25.64,27.75,23.51,93.19,8.62,99.92,0.54,1.18,0.17,164.5
2015,4,27,3.45,0.36,25.48,26.98,23.8,93.5,40.9,99.86,0.53,1.19,0.2,186.69
2015,4,28,5.1,0.53,25.21,27.77,23.26,92.56,3.1,99.84,0.78,1.24,0.28,139.0
2015,4,29,5.58,0.59,25.18,27.58,23.05,93.5,31.55,99.88,0.62,1.2,0.06,120.5
2015,4,30,4.13,0.43,25.61,28.3,23.48,93.62,22.47,99.87,0.61,1.08,0.08,219.31
2015,5,1,4.22,0.45,24.3,25.26,22.65,96.81,19.9,99.89,0.62,1.39,0.16,229.56
2015,5,2,4.51,0.48,25.07,28.32,22.26,93.81,8.44,99.71,0.73,1.45,0.21,61.5
2015,5,3,5.59,0.59,26.22,29.59,22.91,91.94,2.21,99.66,0.73,1.37,0.28,66.19
2015,5,4,3.0,0.32,25.39,26.82,24.23,97.69,28.25,99.84,0.66,1.09,0.23,125.81
2015,5,5,4.36,0.46,25.48,28.01,23.66,92.94,6.62,99.99,0.6,1.08,0.09,89.69
2015,5,6,5.2,0.55,25.19,27.14,23.54,94.12,15.15,100.0,0.72,1.27,0.16,76.06
2015,5,7,4.33,0.46,24.8,27.09,23.01,93.62,7.85,99.99,0.79,1.23,0.09,98.56
2015,5,8,4.03,0.43,25.51,28.51,22.75,90.38,1.04,99.95,0.7,1.15,0.14,106.44
2015,5,9,5.15,0.55,26.09,28.95,23.88,89.75,1.08,99.9,0.62,1.26,0.22,116.31
2015,5,10,5.14,0.55,26.21,29.24,23.5,90.62,0.55,99.85,0.87,1.27,0.28,88.69
2015,5,11,4.84,0.52,26.28,28.91,23.52,92.19,32.88,99.87,0.77,1.3,0.09,120.94
2015,5,12,3.19,0.34,25.61,28.1,23.52,94.5,32.34,99.91,0.9,1.26,0.38,110.0
2015,5,13,4.51,0.48,25.58,28.15,22.89,90.69,19.19,99.91,0.62,1.25,0.06,144.88
2015,5,14,3.9,0.42,25.58,28.67,22.41,92.06,20.51,99.9,0.78,1.48,0.12,130.5
2015,5,15,3.39,0.37,25.14,27.41,23.4,94.69,23.1,99.91,0.83,1.23,0.36,151.06
2015,5,16,5.06,0.55,25.84,29.37,22.51,90.69,1.49,100.0,0.72,1.13,0.28,144.06
2015,5,17,3.19,0.35,25.55,27.8,23.92,90.31,9.46,100.13,0.88,1.21,0.27,167.38
2015,5,18,4.49,0.49,25.44,28.22,23.05,91.56,3.82,100.16,0.63,0.85,0.2,114.25
2015,5,19,3.55,0.39,26.14,29.15,23.56,87.56,0.6,100.04,0.59,1.26,0.12,130.0
2015,5,20,4.43,0.48,25.94,28.76,23.63,89.69,1.23,100.0,0.56,1.12,0.21,130.12
2015,5,21,4.41,0.48,26.19,28.52,23.85,87.94,1.63,99.98,0.41,0.98,0.02,233.06
2015,5,22,5.14,0.57,25.83,28.27,23.99,91.94,13.4,100.06,0.59,1.3,0.26,143.75
2015,5,23,4.66,0.52,25.51,27.79,23.48,93.81,14.23,100.08,0.58,1.3,0.16,52.12
2015,5,24,4.04,0.45,25.66,28.12,23.8,91.75,5.0,99.95,0.53,1.23,0.11,132.31
2015,5,25,4.81,0.53,25.94,28.62,23.72,90.94,1.02,99.95,0.72,1.23,0.23,65.19
2015,5,26,4.44,0.49,25.75,28.66,23.42,89.75,0.33,99.94,0.75,1.2,0.34,115.19
2015,5,27,4.88,0.55,25.87,29.06,23.06,89.94,0.56,99.86,0.65,1.23,0.07,92.25
2015,5,28,4.36,0.48,26.03,28.86,23.8,90.19,0.44,99.85,0.73,1.22,0.27,129.56
2015,5,29,3.18,0.36,25.44,27.64,23.7,92.12,10.68,99.84,0.52,1.16,0.05,192.88
2015,5,30,3.97,0.45,24.94,27.75,22.46,94.12,4.41,99.83,0.8,1.44,0.27,166.19
2015,5,31,5.16,0.58,25.43,28.22,22.97,90.44,1.32,99.93,0.76,1.3,0.18,76.88
2015,6,1,5.19,0.59,26.33,29.37,22.72,88.06,0.31,99.95,0.62,1.26,0.2,115.44
2015,6,2,5.17,0.59,25.68,27.5,23.83,91.06,0.59,99.92,0.56,1.15,0.05,129.62
2015,6,3,4.34,0.49,25.83,28.41,23.45,91.31,1.29,99.92,0.61,1.21,0.12,155.62
2015,6,4,4.86,0.55,25.57,28.28,23.33,93.19,1.65,100.03,0.89,1.35,0.2,162.56
2015,6,5,5.52,0.62,26.23,28.9,23.19,88.12,0.28,100.0,0.66,1.25,0.05,166.75
2015,6,6,4.39,0.5,26.01,28.33,24.0,91.81,24.6,99.9,0.62,1.12,0.12,158.19
2015,6,7,4.86,0.55,25.4,27.95,23.76,92.81,10.59,99.99,0.77,1.22,0.25,70.69
2015,6,8,2.84,0.32,25.04,27.26,23.08,92.56,21.36,100.04,0.46,0.95,0.14,166.94
2015,6,9,4.09,0.47,25.15,27.71,23.18,92.81,19.13,99.94,0.67,1.23,0.16,131.38
2015,6,10,5.35,0.61,25.93,29.06,22.65,86.62,1.94,99.93,0.61,1.3,0.12,186.75
2015,6,11,4.33,0.49,26.16,29.02,23.83,86.88,1.34,100.01,0.62,1.3,0.14,108.25
2015,6,12,4.28,0.49,25.33,27.92,23.32,93.06,10.96,100.02,0.83,1.31,0.25,50.81
2015,6,13,4.28,0.49,25.62,28.96,23.34,90.81,3.44,99.93,0.7,1.23,0.28,210.38
2015,6,14,5.46,0.62,26.05,29.34,22.94,88.81,0.2,99.84,0.69,1.31,0.12,156.94
2015,6,15,5.25,0.6,25.73,27.8,23.93,92.81,40.13,99.95,0.66,1.26,0.16,78.62
2015,6,16,4.3,0.49,24.75,26.48,23.19,95.75,19.62,99.98,0.81,1.3,0.28,171.94
2015,6,17,4.63,0.53,25.51,28.51,22.33,91.19,3.45,99.95,0.73,1.47,0.21,146.75
2015,6,18,4.46,0.51,26.19,29.14,23.51,89.44,2.19,99.93,0.66,1.29,0.13,128.75
2015,6,19,3.55,0.41,25.81,28.5,23.78,91.69,3.31,100.03,0.91,1.38,0.54,126.81
2015,6,20,3.35,0.38,23.73,26.51,21.54,88.69,0.3,100.18,1.01,1.58,0.56,168.0
2015,6,21,4.39,0.5,24.12,28.05,20.16,88.5,0.0,100.23,0.8,1.31,0.35,167.25
2015,6,22,3.51,0.41,24.87,27.83,21.9,89.88,4.02,100.21,0.81,1.1,0.17,152.0
2015,6,23,4.95,0.57,25.02,28.07,22.28,94.56,41.42,100.23,0.96,1.33,0.3,148.38
2015,6,24,3.87,0.45,24.35,26.51,22.52,96.38,36.61,100.29,0.94,1.46,0.44,137.62
2015,6,25,5.64,0.65,24.92,28.76,21.76,91.44,1.09,100.22,0.87,1.23,0.46,139.06
2015,6,26,6.19,0.71,24.9,28.69,21.49,89.88,0.01,100.24,1.02,1.41,0.59,136.94
2015,6,27,5.72,0.66,24.97,28.92,20.98,90.5,1.92,100.22,1.02,1.44,0.32,155.38
2015,6,28,4.67,0.53,25.33,28.48,22.25,89.56,0.87,100.13,0.91,1.43,0.06,116.75
2015,6,29,4.9,0.56,25.61,28.84,22.0,88.31,0.01,99.99,0.73,1.48,0.24,79.0
2015,6,30,4.45,0.51,26.11,28.59,23.05,88.88,8.97,99.99,0.62,1.3,0.17,74.81
2015,7,1,4.34,0.49,26.12,28.87,23.84,89.12,1.61,100.01,0.73,1.03,0.27,69.62
2015,7,2,5.14,0.59,26.12,29.05,23.74,88.25,0.32,99.91,0.67,1.44,0.04,85.25
2015,7,3,6.01,0.69,25.73,29.2,22.38,88.44,0.24,99.82,0.91,1.58,0.17,82.88
2015,7,4,3.34,0.38,25.83,28.96,23.2,91.94,14.61,99.86,0.77,1.3,0.2,114.81
2015,7,5,2.79,0.32,25.19,27.91,22.96,92.69,5.11,99.99,0.78,1.01,0.45,155.25
2015,7,6,4.76,0.54,25.08,28.41,22.16,89.19,0.01,100.03,0.82,1.26,0.26,157.56
2015,7,7,4.52,0.52,25.76,29.4,22.05,87.88,0.0,99.97,0.74,1.46,0.09,132.81
2015,7,8,4.82,0.55,25.28,27.73,23.27,90.38,6.9,99.98,0.88,1.32,0.35,53.12
2015,7,9,4.35,0.49,25.76,28.72,23.13,89.12,3.48,99.98,0.78,1.07,0.16,84.94
2015,7,10,4.28,0.48,25.8,28.29,22.62,91.88,41.97,99.97,0.71,1.48,0.21,92.5
2015,7,11,3.33,0.38,25.68,28.19,23.76,92.31,22.15,100.04,0.64,1.36,0.16,85.06
2015,7,12,4.09,0.46,26.1,29.23,23.4,88.0,4.37,100.04,0.64,1.34,0.1,125.0
2015,7,13,5.67,0.64,25.96,29.55,21.88,87.19,0.82,99.95,0.8,1.43,0.08,263.88
2015,7,14,5.35,0.6,26.44,29.61,23.66,87.75,0.11,99.92,0.84,1.41,0.32,26.12
2015,7,15,5.85,0.66,26.32,29.41,23.46,88.94,0.56,99.98,0.88,1.41,0.2,97.5
2015,7,16,5.18,0.58,26.44,29.48,23.23,85.5,0.38,100.06,0.51,1.36,0.09,154.56
2015,7,17,3.7,0.41,26.15,28.69,23.62,87.44,0.01,100.08,0.72,1.28,0.12,189.88
2015,7,18,5.59,0.62,25.9,29.11,22.65,86.81,0.0,100.08,0.84,1.26,0.16,141.12
2015,7,19,5.06,0.56,25.51,29.12,21.74,87.44,0.0,100.08,0.84,1.51,0.05,191.5
2015,7,20,4.02,0.45,25.67,28.9,22.67,88.75,0.0,100.04,0.77,1.45,0.18,80.19
2015,7,21,2.79,0.31,25.62,28.32,23.53,90.44,2.23,100.06,0.72,1.22,0.27,89.94
2015,7,22,4.19,0.47,25.45,28.32,22.99,89.12,1.49,100.13,0.61,1.05,0.2,139.38
2015,7,23,4.62,0.52,24.93,27.61,22.94,93.5,48.53,100.19,0.66,1.33,0.05,230.0
2015,7,24,3.2,0.35,25.33,28.27,22.47,91.75,33.14,100.19,0.72,1.16,0.05,154.0
2015,7,25,5.6,0.62,25.64,29.02,23.51,88.81,5.87,100.08,0.76,1.59,0.14,57.31
