-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Daily Data 
Dates (month/day/year): 01/01/2013 through 11/30/2022 
Location: Latitude  0.13   Longitude -67.089 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 98.27 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
ALLSKY_SFC_SW_DWN     CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (kW-hr/m^2/day) 
ALLSKY_KT             CERES SYN1deg All Sky Insolation Clearness Index (dimensionless) 
T2M                   MERRA-2 Temperature at 2 Meters (C) 
T2M_MAX               MERRA-2 Temperature at 2 Meters Maximum (C) 
T2M_MIN               MERRA-2 Temperature at 2 Meters Minimum (C) 
RH2M                  MERRA-2 Relative Humidity at 2 Meters (%) 
PRECTOTCORR           MERRA-2 Precipitation Corrected (mm/day) 
PS                    MERRA-2 Surface Pressure (kPa) 
WS10M                 MERRA-2 Wind Speed at 10 Meters (m/s) 
WS10M_MAX             MERRA-2 Wind Speed at 10 Meters Maximum (m/s) 
WS10M_MIN             MERRA-2 Wind Speed at 10 Meters Minimum (m/s) 
WD10M                 MERRA-2 Wind Direction at 10 Meters (Degrees) 
-END HEADER-
YEAR,MO,DY,ALLSKY_SFC_SW_DWN,ALLSKY_KT,T2M,T2M_MAX,T2M_MIN,RH2M,PRECTOTCORR,PS,WS10M,WS10M_MAX,WS10M_MIN,WD10M
2014,10,19,5.49,0.53,25.94,29.14,22.98,89.69,0.05,99.91,0.81,1.34,0.15,265.75
2014,10,20,4.05,0.39,25.5,27.26,23.9,92.69,2.61,99.92,0.52,1.27,0.07,193.56
2014,10,21,4.22,0.41,25.38,27.9,22.92,93.31,4.9,99.93,0.77,1.4,0.24,214.94
2014,10,22,5.37,0.52,25.24,28.09,22.69,91.94,1.39,99.98,0.76,1.36,0.3,257.31
2014,10,23,4.78,0.47,25.87,29.14,22.41,90.19,13.66,99.88,0.71,1.31,0.12,245.94
2014,10,24,4.75,0.46,25.77,28.33,23.28,93.25,8.38,99.79,0.77,1.35,0.31,216.56
2014,10,25,6.08,0.59,25.18,26.35,23.61,94.0,2.45,99.77,0.52,1.17,0.08,127.75
2014,10,26,4.25,0.41,26.0,29.8,23.11,90.25,1.55,99.72,0.65,1.05,0.18,191.31
2014,10,27,4.08,0.4,25.51,27.33,24.05,89.81,0.15,99.87,0.67,0.99,0.12,116.31
2014,10,28,6.14,0.6,26.12,30.27,21.99,87.94,0.26,99.84,0.85,1.29,0.32,125.75
2014,10,29,5.88,0.58,26.64,30.17,23.22,88.0,0.12,99.72,0.73,1.41,0.12,146.0
2014,10,30,6.41,0.62,26.87,30.34,23.65,89.0,0.0,99.52,0.64,1.24,0.12,158.12
2014,10,31,5.9,0.58,26.67,29.37,24.19,91.75,0.01,99.58,0.7,1.17,0.09,179.75
2014,11,1,4.12,0.41,25.94,27.98,24.07,92.56,1.24,99.82,0.57,0.89,0.12,255.81
2014,11,2,4.78,0.47,26.11,29.19,23.37,90.5,0.65,99.85,0.72,1.02,0.31,312.06
2014,11,3,5.85,0.58,25.98,28.68,24.0,89.5,0.1,99.72,0.58,0.87,0.1,287.62
2014,11,4,5.15,0.51,26.67,29.71,24.18,86.62,0.55,99.58,0.43,1.06,0.06,173.25
2014,11,5,4.0,0.39,26.09,28.58,23.76,92.0,1.24,99.67,0.77,1.28,0.1,161.25
2014,11,6,4.13,0.41,25.99,28.85,23.79,93.06,3.64,99.86,0.8,1.3,0.32,145.38
2014,11,7,5.01,0.49,26.4,29.58,23.55,91.75,3.74,99.79,0.74,1.35,0.09,211.12
2014,11,8,5.33,0.53,26.34,28.34,24.24,93.81,12.4,99.69,0.65,1.25,0.05,200.81
2014,11,9,5.44,0.54,25.96,27.74,24.35,95.75,10.11,99.71,0.7,1.27,0.18,276.81
2014,11,10,2.51,0.25,25.47,28.37,23.8,95.06,8.22,99.7,0.62,1.36,0.05,253.06
2014,11,11,5.71,0.57,25.76,28.07,23.65,93.19,3.08,99.67,0.52,1.09,0.17,240.12
2014,11,12,3.5,0.34,25.86,28.35,23.05,91.75,1.55,99.6,0.77,1.45,0.16,314.5
2014,11,13,4.21,0.42,25.09,26.99,23.38,96.31,11.73,99.64,0.83,1.34,0.23,103.12
2014,11,14,1.63,0.16,24.56,26.91,22.83,93.88,12.33,99.8,0.77,1.34,0.09,130.0
2014,11,15,4.09,0.41,24.73,27.67,22.19,92.75,4.09,100.0,0.73,1.02,0.37,133.94
2014,11,16,4.2,0.42,25.08,28.49,22.18,88.31,0.34,100.01,0.51,0.79,0.11,156.56
2014,11,17,4.99,0.5,26.17,29.88,21.96,86.62,0.1,99.88,0.62,1.2,0.15,295.69
2014,11,18,4.21,0.42,25.73,27.55,24.13,92.88,2.7,99.81,0.6,1.13,0.09,184.88
2014,11,19,5.92,0.59,26.26,29.2,23.37,90.06,0.33,99.66,0.62,1.38,0.05,143.62
2014,11,20,5.05,0.51,26.09,28.49,24.41,89.56,0.36,99.68,0.54,0.91,0.2,88.88
2014,11,21,4.79,0.48,25.74,28.52,23.73,90.81,0.42,99.73,0.59,1.01,0.03,136.81
2014,11,22,2.6,0.26,25.69,28.0,23.82,93.88,4.26,99.78,0.61,1.09,0.26,160.81
2014,11,23,5.35,0.54,26.08,29.32,23.05,90.75,0.27,99.66,0.72,1.26,0.4,174.56
2014,11,24,4.25,0.43,26.15,28.59,24.59,93.94,4.61,99.67,0.58,1.11,0.23,183.44
2014,11,25,5.79,0.59,26.24,29.53,23.76,92.69,1.86,99.64,0.74,1.24,0.05,246.06
2014,11,26,4.55,0.46,25.75,28.04,24.01,95.06,6.37,99.66,0.68,1.31,0.04,217.5
2014,11,27,3.51,0.35,25.66,28.39,23.73,94.94,7.57,99.74,0.57,1.16,0.09,214.25
2014,11,28,5.09,0.52,25.76,28.3,23.56,92.94,4.23,99.71,0.75,1.11,0.2,112.0
2014,11,29,5.21,0.52,26.19,29.41,23.3,91.31,0.35,99.74,0.86,1.25,0.3,146.75
2014,11,30,5.79,0.59,26.87,30.12,24.31,91.69,20.13,99.66,0.63,1.12,0.09,182.31
2014,12,1,4.38,0.45,26.33,28.12,25.17,93.75,6.2,99.69,0.59,1.12,0.05,247.19
2014,12,2,5.2,0.52,26.11,28.8,23.55,91.44,0.46,99.54,0.66,1.24,0.01,284.62
2014,12,3,5.72,0.58,26.43,29.56,23.67,90.94,0.09,99.49,0.7,1.33,0.02,154.19
2014,12,4,5.2,0.53,26.19,28.69,24.07,92.38,0.08,99.63,0.73,1.2,0.34,185.56
2014,12,5,4.53,0.46,26.4,29.46,23.48,90.38,0.04,99.72,0.66,1.22,0.29,248.69
2014,12,6,4.73,0.48,25.73,27.89,23.88,92.31,1.23,99.73,0.59,0.79,0.29,198.25
2014,12,7,6.56,0.66,26.15,29.98,22.8,88.38,0.47,99.67,0.52,0.8,0.05,176.25
2014,12,8,5.74,0.59,26.37,28.83,23.93,90.44,0.87,99.64,0.59,1.18,0.04,110.75
2014,12,9,4.22,0.43,26.04,28.65,23.85,91.94,0.65,99.58,0.59,0.99,0.09,155.38
2014,12,10,2.64,0.27,24.94,26.37,23.51,96.25,10.85,99.73,0.7,1.12,0.25,293.31
2014,12,11,2.3,0.23,24.44,27.23,22.3,95.06,14.67,99.87,0.73,1.02,0.34,121.56
2014,12,12,4.62,0.47,25.31,28.9,22.3,91.5,4.83,99.92,0.65,1.05,0.26,174.81
2014,12,13,2.71,0.27,25.76,28.98,23.05,89.56,1.81,99.76,0.52,1.1,0.15,191.19
2014,12,14,5.5,0.56,25.23,26.96,23.67,95.31,20.05,99.68,0.63,1.1,0.16,186.25
2014,12,15,4.19,0.43,25.09,27.12,23.6,94.75,8.18,99.83,0.6,1.38,0.05,223.56
2014,12,16,4.65,0.48,25.59,28.78,22.76,92.38,2.64,99.93,0.8,1.38,0.3,105.06
2014,12,17,5.65,0.58,25.15,28.15,23.07,92.19,0.71,99.92,0.73,1.27,0.34,140.38
2014,12,18,5.34,0.55,25.91,28.7,23.15,92.19,3.9,99.77,0.62,1.15,0.16,284.06
2014,12,19,4.3,0.44,25.95,27.92,24.12,94.12,15.39,99.69,0.52,1.22,0.12,151.19
2014,12,20,4.06,0.41,25.44,27.73,23.18,95.38,18.76,99.71,0.69,1.29,0.2,146.94
2014,12,21,6.07,0.62,25.37,27.68,23.4,95.0,8.01,99.75,0.84,1.43,0.05,192.69
2014,12,22,5.38,0.55,25.73,28.23,23.74,93.44,4.22,99.72,0.75,1.33,0.16,177.56
2014,12,23,4.81,0.49,25.59,28.12,23.73,95.75,6.17,99.69,0.88,1.31,0.31,169.94
2014,12,24,2.29,0.23,25.34,26.76,23.9,96.69,9.66,99.72,0.59,1.07,0.23,143.44
2014,12,25,5.58,0.57,25.94,29.19,23.47,91.5,2.01,99.8,0.72,1.05,0.5,300.19
2014,12,26,5.62,0.57,26.2,29.37,23.83,91.38,6.26,99.79,0.74,1.16,0.08,148.38
2014,12,27,4.95,0.51,25.99,28.6,23.79,93.56,15.25,99.79,0.8,1.26,0.23,150.25
2014,12,28,5.42,0.55,26.02,28.75,24.19,92.31,12.04,99.8,0.58,1.27,0.09,151.5
2014,12,29,3.78,0.38,26.56,29.52,24.43,91.19,0.0,99.85,0.65,1.21,0.15,158.94
2014,12,30,5.42,0.55,26.44,29.32,23.57,89.75,5.94,99.9,0.71,1.27,0.05,155.56
2014,12,31,4.12,0.42,26.05,28.66,23.94,91.62,1.87,99.82,0.66,1.27,0.09,162.56
2015,1,1,5.9,0.6,26.44,28.95,24.11,85.81,0.0,99.83,0.65,1.06,0.08,136.25
2015,1,2,5.22,0.53,26.84,29.53,23.94,84.31,0.0,99.87,0.33,0.7,0.02,90.25
2015,1,3,5.69,0.58,26.43,29.19,24.12,88.31,0.0,99.87,0.61,1.04,0.26,139.56
2015,1,4,5.68,0.58,26.45,29.65,23.45,86.69,0.0,99.93,0.6,1.1,0.08,127.81
2015,1,5,5.07,0.52,25.97,28.73,23.37,89.81,5.18,99.95,0.6,1.15,0.14,146.06
2015,1,6,3.03,0.3,25.18,27.55,23.44,93.25,8.86,99.95,0.48,1.12,0.2,178.81
2015,1,7,4.32,0.44,25.98,29.31,23.04,87.0,1.41,99.81,0.67,1.28,0.05,155.0
2015,1,8,3.42,0.34,25.92,29.03,22.87,90.56,2.67,99.77,0.67,1.31,0.27,150.06
2015,1,9,4.62,0.47,26.38,29.36,23.47,91.0,22.95,99.84,0.59,1.19,0.25,176.62
2015,1,10,3.95,0.4,26.11,29.01,23.71,93.25,19.94,99.9,0.7,1.23,0.39,166.5
2015,1,11,4.51,0.45,25.77,29.21,23.25,92.0,8.1,99.92,0.53,0.86,0.29,130.19
2015,1,12,4.6,0.46,26.31,29.64,22.94,89.88,0.28,99.88,0.79,1.35,0.41,141.62
2015,1,13,4.19,0.42,25.55,27.87,23.8,93.25,1.53,99.81,0.68,0.91,0.32,170.75
2015,1,14,2.64,0.27,26.16,29.6,23.02,91.0,0.82,99.81,0.64,1.24,0.27,145.06
2015,1,15,5.42,0.54,25.95,28.88,23.61,90.38,0.73,99.91,0.8,1.09,0.53,118.94
2015,1,16,5.87,0.59,25.15,27.5,23.33,92.19,0.28,99.92,0.8,1.13,0.38,114.44
2015,1,17,3.69,0.37,25.69,29.01,22.58,90.62,0.75,99.91,0.84,1.18,0.34,137.06
2015,1,18,4.01,0.4,25.84,28.73,23.52,91.19,4.18,99.9,0.71,1.13,0.1,136.19
2015,1,19,3.0,0.3,25.1,27.38,23.52,92.38,2.88,99.91,0.7,1.2,0.25,139.88
2015,1,20,4.52,0.45,25.46,28.9,22.14,89.12,0.22,99.8,0.95,1.3,0.45,127.56
2015,1,21,3.56,0.35,24.34,25.58,23.15,96.81,9.26,99.91,0.62,1.16,0.11,183.12
2015,1,22,4.37,0.44,24.62,27.19,22.63,93.88,6.2,99.96,0.68,0.98,0.45,200.5
2015,1,23,1.45,0.14,24.21,25.49,22.8,95.62,19.73,99.99,0.55,0.99,0.05,192.94
2015,1,24,4.48,0.45,24.46,27.87,22.21,94.81,80.32,99.91,0.61,1.02,0.02,176.88
2015,1,25,5.43,0.54,25.19,28.14,22.8,91.12,36.04,99.82,0.66,1.24,0.22,124.0
2015,1,26,5.79,0.57,25.93,29.68,22.42,90.94,2.18,99.72,1.09,1.54,0.3,116.44
2015,1,27,5.58,0.55,25.75,28.49,23.68,90.94,0.31,99.79,0.87,1.31,0.31,135.56
2015,1,28,6.76,0.66,26.29,29.94,23.05,89.88,0.22,99.73,0.81,1.23,0.31,136.0
2015,1,29,5.74,0.56,25.69,28.21,23.27,94.38,3.05,99.71,0.65,1.25,0.28,118.75
2015,1,30,3.3,0.33,25.17,27.59,23.23,94.62,4.54,99.8,0.72,1.25,0.22,161.38
2015,1,31,3.05,0.3,24.71,26.1,23.3,96.0,20.86,99.92,0.52,1.01,0.17,161.38
2015,2,1,5.05,0.49,24.76,27.65,22.62,93.25,1.4,99.98,0.7,1.31,0.23,190.75
2015,2,2,3.98,0.39,24.7,26.58,22.64,94.19,14.83,100.04,0.59,1.12,0.13,133.06
2015,2,3,5.44,0.53,25.62,28.9,22.61,91.31,1.21,99.95,0.71,1.2,0.27,118.0
2015,2,4,4.26,0.41,25.8,28.9,23.31,92.75,7.38,99.78,0.88,1.25,0.38,155.62
2015,2,5,6.32,0.62,25.78,28.59,23.6,91.56,2.1,99.77,0.9,1.23,0.33,134.75
2015,2,6,6.06,0.59,26.41,29.5,23.13,87.12,0.0,99.73,0.84,1.35,0.31,125.12
2015,2,7,6.27,0.61,26.79,29.76,23.85,85.19,0.0,99.7,0.68,1.18,0.14,138.81
2015,2,8,4.8,0.47,25.84,28.45,24.04,91.69,0.64,99.78,0.7,1.27,0.3,197.0
2015,2,9,4.25,0.41,25.56,27.98,23.99,93.62,4.29,99.82,0.59,1.13,0.1,251.12
2015,2,10,4.83,0.47,25.33,27.73,22.98,93.06,1.04,99.79,0.84,1.3,0.31,116.5
2015,2,11,5.75,0.55,25.7,29.12,22.32,91.44,0.17,99.85,0.95,1.47,0.27,123.06
2015,2,12,4.88,0.47,25.69,28.12,23.89,94.31,2.47,99.94,0.78,1.06,0.32,125.81
2015,2,13,2.46,0.23,25.58,28.96,22.8,92.81,8.26,99.97,0.86,1.3,0.39,139.06
2015,2,14,3.64,0.35,25.05,26.39,23.67,98.38,10.4,99.93,0.63,1.03,0.25,254.12
2015,2,15,3.37,0.33,25.45,27.92,23.24,94.81,6.33,99.85,0.53,1.0,0.12,198.62
2015,2,16,4.54,0.44,25.99,28.58,24.22,94.12,4.93,99.78,0.65,1.09,0.07,229.25
2015,2,17,4.95,0.48,26.62,30.07,23.3,89.06,2.07,99.75,0.69,1.31,0.12,113.69
2015,2,18,3.9,0.38,25.62,28.17,23.78,95.5,2.77,99.74,0.7,1.29,0.24,249.94
2015,2,19,5.53,0.53,26.55,30.08,23.59,89.88,0.28,99.59,0.69,0.94,0.27,143.31
2015,2,20,5.68,0.55,26.9,30.12,24.06,87.88,3.65,99.59,0.77,1.21,0.31,94.56
2015,2,21,6.23,0.59,26.07,28.5,23.94,92.62,3.06,99.71,0.73,1.21,0.16,99.75
2015,2,22,1.24,0.12,25.5,27.91,23.59,94.81,24.64,99.83,0.74,1.25,0.42,154.06
2015,2,23,4.23,0.41,25.3,28.49,23.01,91.69,9.88,99.86,0.8,1.32,0.28,96.5
2015,2,24,5.43,0.52,25.83,29.27,22.26,89.25,0.01,99.82,0.91,1.23,0.35,105.31
2015,2,25,4.01,0.38,25.42,28.24,23.37,92.12,8.01,99.86,0.9,1.19,0.41,113.56
2015,2,26,4.68,0.45,25.66,29.49,22.24,91.81,3.55,99.8,0.68,1.27,0.37,115.5
2015,2,27,3.58,0.34,25.01,26.55,23.62,95.81,33.59,99.88,0.62,1.03,0.25,144.06
2015,2,28,4.64,0.45,24.93,27.14,22.87,93.12,7.59,99.91,0.55,1.25,0.11,140.62
2015,3,1,4.96,0.47,25.76,29.26,22.52,90.0,4.77,99.89,0.52,1.04,0.11,191.06
2015,3,2,3.92,0.38,25.19,27.32,24.01,94.19,10.83,99.88,0.56,0.92,0.23,172.25
2015,3,3,5.25,0.5,25.08,28.12,22.42,94.25,17.38,99.78,0.68,1.2,0.2,94.44
2015,3,4,4.83,0.46,25.16,27.12,23.09,96.12,12.02,99.72,0.55,0.96,0.03,107.69
2015,3,5,2.91,0.27,24.87,26.72,23.05,95.81,4.92,99.81,0.72,1.27,0.18,112.69
2015,3,6,4.16,0.4,25.0,27.38,23.02,94.44,12.33,99.83,0.77,1.06,0.55,142.75
2015,3,7,5.54,0.53,25.98,29.58,22.73,88.62,2.14,99.8,0.73,1.02,0.21,131.56
2015,3,8,3.66,0.35,26.55,29.89,23.12,88.94,0.85,99.7,0.95,1.3,0.23,118.31
2015,3,9,5.22,0.5,26.18,28.98,23.77,93.25,28.78,99.65,1.02,1.26,0.54,123.62
2015,3,10,3.97,0.38,26.29,29.18,24.04,93.44,12.02,99.68,0.8,1.3,0.32,143.69
2015,3,11,3.3,0.31,26.69,29.34,24.52,90.44,1.46,99.7,0.72,1.16,0.19,105.88
2015,3,12,4.93,0.47,26.37,29.48,23.76,90.06,0.78,99.66,0.7,1.18,0.12,140.12
2015,3,13,4.15,0.4,26.67,29.73,24.3,90.44,0.5,99.56,0.55,1.01,0.2,158.88
2015,3,14,2.09,0.2,25.99,27.86,24.12,95.44,6.81,99.61,0.61,1.14,0.16,161.38
2015,3,15,4.95,0.47,25.51,27.69,24.03,96.5,33.44,99.73,0.7,1.11,0.31,162.69
2015,3,16,4.29,0.41,25.94,29.06,23.51,94.44,56.28,99.76,0.7,0.93,0.45,165.62
2015,3,17,1.16,0.11,25.03,26.9,23.48,95.56,56.98,99.87,0.63,0.84,0.27,129.0
2015,3,18,5.27,0.5,25.41,28.6,22.71,93.56,14.18,99.83,0.73,1.21,0.2,138.0
2015,3,19,2.38,0.23,25.69,28.11,23.54,94.94,25.26,99.83,0.7,1.01,0.46,198.19
2015,3,20,3.98,0.38,24.94,27.31,23.16,92.88,2.37,99.94,0.72,0.95,0.34,160.31
2015,3,21,4.41,0.42,25.28,28.0,23.03,91.81,0.41,99.95,0.66,1.02,0.23,207.5
2015,3,22,5.44,0.52,24.88,26.73,23.03,95.56,21.22,99.96,0.73,1.31,0.35,126.31
2015,3,23,4.28,0.41,25.1,27.98,22.95,92.69,5.33,100.06,0.61,0.98,0.2,150.94
2015,3,24,6.25,0.6,25.33,28.55,22.9,90.0,0.1,100.11,0.8,1.09,0.47,112.5
2015,3,25,6.2,0.59,25.9,29.55,22.3,88.75,0.0,100.0,0.78,1.12,0.33,119.31
2015,3,26,6.41,0.62,26.3,29.7,23.22,89.0,0.02,99.89,0.84,1.05,0.45,131.06
2015,3,27,6.18,0.59,26.14,28.98,23.42,92.0,0.05,99.94,0.84,1.27,0.22,110.44
2015,3,28,4.39,0.42,25.86,28.08,24.0,95.31,18.54,100.1,0.71,1.05,0.38,145.88
2015,3,29,4.84,0.46,25.69,28.3,23.52,92.88,47.76,100.08,0.6,1.06,0.11,134.94
2015,3,30,4.14,0.4,25.23,27.65,23.79,94.25,63.69,100.05,0.68,1.14,0.38,190.56
2015,3,31,4.07,0.39,24.3,26.14,23.05,95.38,11.65,100.05,0.7,1.0,0.09,151.94
2015,4,1,6.34,0.61,25.55,29.11,22.69,90.81,1.04,100.0,0.84,1.21,0.3,133.19
2015,4,2,5.34,0.52,26.02,28.95,23.33,90.19,0.0,99.97,0.91,1.27,0.33,153.94
2015,4,3,5.51,0.53,26.67,30.05,23.3,88.56,0.0,99.79,0.77,1.25,0.2,152.0
2015,4,4,6.39,0.62,26.64,29.72,24.02,89.0,3.78,99.62,0.6,1.3,0.05,151.38
2015,4,5,5.83,0.56,25.65,28.25,23.77,93.81,1.13,99.64,0.77,1.36,0.26,165.31
2015,4,6,6.39,0.62,26.13,28.83,23.62,91.81,0.0,99.73,0.66,1.12,0.06,162.75
2015,4,7,5.15,0.5,25.42,26.58,24.23,95.31,34.85,99.79,0.62,1.12,0.26,215.19
2015,4,8,2.78,0.27,26.44,29.69,23.56,89.06,2.54,99.75,0.59,1.09,0.13,118.25
2015,4,9,5.32,0.52,25.94,28.4,23.43,93.38,29.76,99.81,0.69,1.28,0.36,146.69
2015,4,10,4.93,0.48,25.62,28.1,23.51,94.94,38.34,99.93,0.78,1.12,0.3,143.5
2015,4,11,3.75,0.37,25.72,28.58,23.76,94.19,33.41,99.97,0.66,0.91,0.32,167.19
2015,4,12,4.16,0.41,25.07,26.65,23.6,96.12,18.23,100.0,0.58,0.81,0.13,219.62
2015,4,13,4.71,0.46,24.96,27.06,23.15,94.62,4.7,100.07,0.73,1.12,0.09,158.0
2015,4,14,4.55,0.45,25.07,27.46,22.73,93.0,1.12,99.99,0.69,1.32,0.22,162.69
2015,4,15,4.41,0.43,25.21,26.99,23.12,96.19,37.58,99.9,0.73,1.18,0.3,162.81
2015,4,16,3.2,0.31,25.31,27.58,23.4,95.5,75.22,99.96,0.78,1.19,0.42,161.62
2015,4,17,4.3,0.42,25.28,27.65,23.51,93.94,14.07,99.98,0.6,0.97,0.11,156.38
2015,4,18,5.09,0.5,25.2,27.73,23.13,93.75,2.68,100.01,0.71,1.2,0.27,132.0
2015,4,19,5.66,0.55,25.67,28.53,22.79,90.5,3.01,99.94,0.82,1.27,0.29,122.88
2015,4,20,1.97,0.2,25.55,28.12,23.54,95.56,13.51,99.87,0.55,1.01,0.02,138.88
2015,4,21,4.13,0.41,25.2,27.62,23.12,92.38,3.46,99.94,0.59,1.05,0.2,137.75
2015,4,22,5.21,0.52,25.9,28.86,23.83,90.94,8.24,99.92,0.51,0.93,0.04,162.06
2015,4,23,5.15,0.51,25.53,27.87,23.43,94.06,13.53,99.94,0.72,1.2,0.2,160.75
2015,4,24,3.92,0.39,25.55,28.4,23.42,94.25,14.51,100.0,0.59,1.24,0.3,136.81
2015,4,25,5.85,0.59,25.58,28.38,23.44,93.44,14.09,100.01,0.71,1.02,0.26,140.94
2015,4,26,5.56,0.55,26.02,29.12,23.72,92.0,3.73,99.93,0.77,1.1,0.27,152.0
2015,4,27,4.39,0.44,25.66,27.68,23.83,95.19,15.07,99.85,0.61,1.0,0.38,148.19
2015,4,28,4.75,0.48,25.12,27.56,23.15,95.5,13.16,99.81,0.84,1.3,0.39,137.56
2015,4,29,4.74,0.48,25.58,28.37,23.3,95.12,18.95,99.83,0.73,0.99,0.2,134.69
2015,4,30,3.41,0.34,25.42,27.96,23.57,92.88,4.79,99.89,0.71,1.11,0.16,131.44
2015,5,1,4.21,0.42,25.6,28.21,22.89,93.38,11.03,99.9,0.79,1.31,0.36,174.38
2015,5,2,5.37,0.54,26.3,29.67,23.68,91.12,4.87,99.77,0.5,0.85,0.02,154.94
2015,5,3,5.77,0.59,26.59,29.4,24.57,90.94,0.0,99.7,0.85,1.29,0.31,121.0
2015,5,4,6.1,0.62,26.11,28.67,23.88,91.81,0.16,99.82,0.84,1.32,0.48,137.19
2015,5,5,2.71,0.27,25.42,26.97,24.17,96.44,22.61,99.98,0.66,0.95,0.34,171.81
2015,5,6,3.82,0.39,25.0,27.14,23.33,96.81,19.9,100.02,0.6,1.12,0.3,174.44
2015,5,7,4.58,0.47,25.06,27.37,23.32,95.81,12.28,100.0,0.82,1.18,0.6,147.06
2015,5,8,5.39,0.55,25.37,28.61,22.83,92.06,5.11,100.0,0.92,1.39,0.35,124.88
2015,5,9,5.43,0.55,25.98,29.33,23.3,91.06,0.68,99.93,0.83,1.16,0.46,121.06
2015,5,10,5.45,0.55,26.4,29.69,23.4,90.44,1.39,99.87,0.68,0.84,0.38,134.94
2015,5,11,5.05,0.52,26.19,28.65,24.16,94.5,8.96,99.88,0.71,0.91,0.48,147.12
2015,5,12,3.6,0.37,25.58,27.93,24.02,94.81,37.45,99.93,0.91,1.23,0.51,146.69
2015,5,13,3.86,0.4,25.82,28.84,23.19,93.44,26.01,99.92,0.74,1.2,0.23,143.31
2015,5,14,4.56,0.47,25.67,28.8,23.62,91.75,11.45,99.93,0.79,1.1,0.31,134.38
2015,5,15,5.33,0.55,25.95,29.38,22.76,90.19,0.48,99.91,0.76,1.38,0.32,158.31
2015,5,16,5.09,0.52,26.31,29.26,23.61,91.12,1.9,99.99,0.62,1.05,0.3,138.0
2015,5,17,5.27,0.55,25.39,27.45,24.06,95.5,8.77,100.11,0.85,1.21,0.45,149.25
2015,5,18,4.07,0.42,25.29,27.56,23.4,93.75,9.95,100.2,0.7,1.03,0.19,186.19
2015,5,19,3.93,0.41,25.53,28.64,23.11,92.06,2.82,100.11,0.56,0.95,0.16,146.06
2015,5,20,4.11,0.43,25.18,27.83,23.22,93.94,11.06,100.09,0.7,1.02,0.21,105.62
2015,5,21,5.13,0.53,25.83,29.23,23.12,89.69,2.88,100.04,0.74,1.24,0.2,134.06
2015,5,22,2.07,0.22,25.67,28.26,23.35,94.12,8.89,100.13,0.76,1.23,0.34,160.19
2015,5,23,5.35,0.56,25.57,27.71,23.68,92.31,14.07,100.14,0.49,1.1,0.08,207.5
2015,5,24,3.79,0.4,25.87,28.59,23.03,91.94,18.67,100.0,0.73,1.38,0.18,173.0
2015,5,25,2.88,0.3,25.21,27.23,23.92,94.75,38.17,100.02,0.8,1.38,0.23,137.12
2015,5,26,5.28,0.55,24.88,26.85,23.19,95.69,27.76,99.98,0.67,1.27,0.05,159.12
2015,5,27,3.93,0.41,25.5,28.54,22.83,92.75,13.09,99.92,0.89,1.37,0.27,129.5
2015,5,28,2.46,0.26,25.57,28.31,23.31,92.31,3.1,99.89,0.84,1.2,0.33,144.5
2015,5,29,5.06,0.53,25.06,27.25,23.61,96.19,18.73,99.86,0.61,0.96,0.09,217.5
2015,5,30,4.18,0.45,25.23,27.42,23.73,93.44,8.87,99.92,0.67,0.88,0.38,296.25
2015,5,31,4.91,0.52,25.58,28.44,23.4,91.94,3.75,99.96,0.66,1.17,0.16,242.31
2015,6,1,5.24,0.55,25.83,28.33,23.65,93.44,7.85,99.99,0.49,1.24,0.18,187.12
2015,6,2,5.32,0.56,25.55,27.76,23.87,91.25,3.75,100.01,0.67,1.05,0.27,157.0
2015,6,3,4.99,0.53,25.56,28.18,22.7,93.19,14.12,99.95,0.61,1.0,0.23,146.75
2015,6,4,3.28,0.35,25.45,27.8,23.83,95.5,7.11,100.03,0.77,1.23,0.28,176.69
2015,6,5,4.93,0.52,25.68,28.21,23.74,91.62,0.89,100.06,0.59,1.23,0.02,142.25
2015,6,6,4.96,0.53,25.78,28.45,23.16,91.81,11.03,99.97,0.66,1.2,0.13,176.94
2015,6,7,3.81,0.41,25.3,27.5,23.8,93.5,8.66,100.06,0.67,0.95,0.37,112.31
2015,6,8,3.99,0.43,25.09,27.38,22.93,91.75,12.9,100.08,0.47,0.86,0.05,140.88
2015,6,9,3.64,0.39,25.53,28.7,23.43,89.88,6.64,100.01,0.56,1.07,0.24,195.75
2015,6,10,4.74,0.51,25.77,29.1,22.48,89.5,0.31,100.0,0.72,1.2,0.26,168.44
2015,6,11,5.33,0.57,25.43,27.48,23.93,91.31,0.17,100.08,0.57,1.06,0.02,146.69
2015,6,12,3.7,0.4,24.58,26.06,22.54,92.0,5.09,100.14,0.7,1.09,0.16,127.06
2015,6,13,4.51,0.48,24.64,28.3,20.88,90.56,6.17,100.03,0.62,1.34,0.15,116.88
2015,6,14,2.21,0.23,25.77,28.3,23.33,91.38,32.92,99.92,0.43,1.16,0.03,177.5
2015,6,15,3.05,0.33,25.15,26.75,23.7,94.19,13.13,100.02,0.64,1.34,0.07,111.0
2015,6,16,5.09,0.55,25.56,28.65,22.53,89.12,1.54,100.04,0.66,1.16,0.1,107.94
